MSR/ALIGNNMENT,CUSTOMER,PRODUCT
KE-G.MED-4-1,DR. WACHIRA HEALTH SERVICES LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,DR. WACHIRA HEALTH SERVICES LTD,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,Dr.H. S. Keer,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,EAGLEPHARM CHEMIST LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,EAGLEPHARM CHEMIST LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,EAGLEPHARM CHEMIST LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,EAGLEPHARM CHEMIST LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,EAST END CHEMISTS LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,EAST END CHEMISTS LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,EAST END CHEMISTS LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,EASTEND DOCTORS PLAZA MEDICAL ,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,EASTLEIGH PHARMACEUTICALS LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,EASTLEIGH PHARMACEUTICALS LTD,FLAGYL 0.5% 100ML VIAFLEX (GFR)
KE-G.MED-4-1,EASTLEIGH PHARMACEUTICALS LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,EASTLEIGH PHARMACEUTICALS LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,EASTLEIGH PHARMACEUTICALS LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,EASTLEIGH PHARMACEUTICALS LTD,FLEMING 5.6G/70ML PO BTX1 M24 GH
KE-G.MED-4-1,EASTLEIGH PHARMACEUTICALS LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,EASTLEIGH PHARMACEUTICALS LTD,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,EASTON PHARMACEUTICALS LTD    ,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,EASTON PHARMACEUTICALS LTD    ,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,EASTON PHARMACEUTICALS LTD    ,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,EASTON PHARMACEUTICALS LTD TWN,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,EASTON PHARMACEUTICALS LTD TWN,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,EASTON PHARMACEUTICALS LTD TWN,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,EASTON PHARMACEUTICALS LTD TWN,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,EASTON PHARMACEUTICALS LTD TWN,FLEMING 5.6G/70ML PO BTX1 M24 GH
KE-G.MED-4-1,EASTON PHARMACEUTICALS LTD TWN,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,EASTON PHARMACEUTICALS LTD TWN,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,ECODRUGS PHARMACY LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,ECODRUGS PHARMACY LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,ECODRUGS PHARMACY LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,ECODRUGS PHARMACY LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,ECODRUGS PHARMACY LTD,FLEMING 5.6G/70ML PO BTX1 M24 GH
KE-G.MED-4-1,ECODRUGS PHARMACY LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,ECODRUGS PHARMACY LTD,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,EDMERC PHARMACY,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,EDMERC PHARMACY,FLEMING 5.6G/70ML PO BTX1 M24 GH
KE-G.MED-4-2,EDMERC PHARMACY,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,Eland Pharmaceuticals Ltd - Nyeri - CASH,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,ELDOCHEM LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,ELDOHOSP PHARMACEUTICALS LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,ELDOHOSP PHARMACEUTICALS LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,ELDOHOSP PHARMACEUTICALS LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,ELDOHOSP PHARMACEUTICALS LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,ELDOHOSP PHARMACEUTICALS LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,ELDOHOSP PHARMACEUTICALS LTD,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,ELDOHOSP PHARMACEUTICALS LTD - Nairobi,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,ELDOHOSP PHARMACEUTICALS LTD - Nairobi,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,ELDOHOSP PHARMACEUTICALS LTD - Nairobi,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,ELMART PHARMA LTD,AXACEF 500MG TABCO BL1X10 M36 KE
KE-G.MED-4-1,ELMART PHARMA LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,ELMART PHARMA LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,ELMART PHARMA LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,ELMART PHARMA LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,ELMART PHARMA LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,ELMART PHARMA LTD,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,ELMART PHARMA LTD             ,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,ELMART PHARMA LTD             ,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,ELMART PHARMA LTD             ,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,EMBU CHILDREN HOSPITAL,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,EQUITY AFIA LIMITED,AXACEF 250MG TABCO BL1X10 M36 GH
KE-G.MED-4-1,EQUITY AFIA LIMITED,AXACEF 500MG TABCO BL1X10 M36 KE
KE-G.MED-4-1,EQUITY AFIA LIMITED,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,EQUITY AFIA LIMITED,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,EQUITY AFIA LIMITED,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,EQUITY AFIA LIMITED,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,EQUITY AFIA LIMITED,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,EQUITY AFIA LIMITED,ZOXON 1G INJPO VL1+AM1 M36 KE
KE-G.MED-4-1,EVANS SUNRISE MEDICAL CENTRE,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,FAMILY HEALTH OPTION KENYA,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,FAMILY HEALTH OPTIONS KENYA,AXACEF 500MG TABCO BL1X10 M36 KE
KE-G.MED-4-2,FAMILY HEALTH OPTIONS KENYA,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,FAMILY HEALTH OPTIONS KENYA,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,FAMILY HEALTH OPTIONS KENYA,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,FAMILY HEALTH OPTIONS KENYA,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,FAMILY HEALTH OPTIONS KENYA,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,FAMILY MEDICAL SUPPLIES LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,FAMILY MEDICAL SUPPLIES LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,FAMILY MEDICAL SUPPLIES LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,FREB PHARMACEUTICALS LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,FREB PHARMACEUTICALS LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,FREB PHARMACEUTICALS LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,FREB PHARMACEUTICALS LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,FREB PHARMACEUTICALS LTD,FLEMING 5.6G/70ML PO BTX1 M24 GH
KE-G.MED-4-1,FREB PHARMACEUTICALS LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,FREB PHARMACEUTICALS LTD,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,FURAHA (K) LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,FURAHA (K) LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,FURAHA (K) LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,FURAHA (K) LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,FURAHA (K) LTD,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,Garden Specialist Hospital,FLAGYL 0.5% 100ML VIAFLEX (GFR)
KE-G.MED-4-2,Garden Specialist Hospital,FLEMING 1G-200MG INJPO VL5 M24 EX
KE-G.MED-4-2,Garden Specialist Hospital,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,Garden Specialist Hospital,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,GARLANDS MEDICAL CENTRE LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,GATHIMAINI PHARMACY,AXACEF 500MG TABCO BL1X10 M36 KE
KE-G.MED-4-1,GATHIMAINI PHARMACY,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,GATHIMAINI PHARMACY,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,GATHIMAINI PHARMACY,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,GATHIMAINI PHARMACY,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,GATHIMAINI PHARMACY,FLEMING 5.6G/70ML PO BTX1 M24 GH
KE-G.MED-4-1,GATHIMAINI PHARMACY,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,GATHIMAINI PHARMACY,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,GENERIC AFRICA LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,GENERIC AFRICA LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,GERMAN MEDICAL CENTER,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,GERMAN MEDICAL CENTER,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,GERTRUDE'S CHILDREN HOSPITAL,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,GERTRUDE'S CHILDREN HOSPITAL,FLAGYL 0.5% 100ML VIAFLEX (GFR)
KE-G.MED-4-1,GERTRUDE'S CHILDREN HOSPITAL,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,GERTRUDE'S CHILDREN HOSPITAL,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,GERTRUDE'S CHILDREN HOSPITAL,FLEMING 5.6G/70ML PO BTX1 M24 GH
KE-G.MED-4-1,GOLDLIFE PHARMACEUTICALS LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,GOLDLIFE PHARMACEUTICALS LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,GOLDLIFE PHARMACEUTICALS LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,GOLDLIFE PHARMACEUTICALS LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,GOLDLIFE PHARMACEUTICALS LTD,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,GOODLIFE PHARMACY LIMITED,AXACEF 500MG TABCO BL1X10 M36 KE
KE-G.MED-4-1,GOODLIFE PHARMACY LIMITED,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,GOODLIFE PHARMACY LIMITED,FLAGYL 0.5% 100ML VIAFLEX (GFR)
KE-G.MED-4-1,GOODLIFE PHARMACY LIMITED,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,GOODLIFE PHARMACY LIMITED,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,GOODLIFE PHARMACY LIMITED,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,GOODLIFE PHARMACY LIMITED,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,GOODLIFE PHARMACY LIMITED,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,GOODLIFE PHARMACY LIMITED,ZOXON 1G INJPO VL1+AM1 M36 KE
KE-G.MED-4-2,Greenlife Pharma Ltd,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,Greenlife Pharma Ltd,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,Greenlife Pharma Ltd,FLEMING 1G-200MG INJPO VL5 M24 EX
KE-G.MED-4-2,Greenlife Pharma Ltd,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,GUARDIAN PHARMACEUTICALS,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,GUARDIAN PHARMACEUTICALS,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,GURU NANAK RAMGARHIA SIKH HOSPITAL,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,GURU NANAK RAMGARHIA SIKH HOSPITAL,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,HARIPHARM PHARMACEUTICALS LTD ,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,HARIPHARM PHARMACEUTICALS LTD ,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,HARIPHARM PHARMACEUTICALS LTD ,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,HARIPHARM PHARMACY LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,HARIPHARM PHARMACY LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,HARIPHARM PHARMACY LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,HARIPHARM PHARMACY LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,HARIPHARM PHARMACY LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,HARTLANE PHARMACEUTICALS LTD,AXACEF 500MG TABCO BL1X10 M36 KE
KE-G.MED-4-2,HARTLANE PHARMACEUTICALS LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,HARTLANE PHARMACEUTICALS LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,HARTLANE PHARMACEUTICALS LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,HARTLANE PHARMACEUTICALS LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,HARTLANE PHARMACEUTICALS LTD,FLEMING 5.6G/70ML PO BTX1 M24 GH
KE-G.MED-4-2,HARTLANE PHARMACEUTICALS LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,HARTLANE PHARMACEUTICALS LTD,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,HAVEN HEALTHCARE LIMITED,AXACEF 250MG TABCO BL1X10 M36 GH
KE-G.MED-4-2,HAVEN HEALTHCARE LIMITED,AXACEF 500MG TABCO BL1X10 M36 KE
KE-G.MED-4-2,HAVEN HEALTHCARE LIMITED,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,HAVEN HEALTHCARE LIMITED,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,HAVEN HEALTHCARE LIMITED,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,HAVEN HEALTHCARE LIMITED,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,HAVEN HEALTHCARE LIMITED,FLEMING 5.6G/70ML PO BTX1 M24 GH
KE-G.MED-4-2,HAVEN HEALTHCARE LIMITED,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,HAVEN HEALTHCARE LIMITED,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,HIGHRIDGE PHARMACY LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,HIGHRIDGE PHARMACY LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,HIGHRIDGE PHARMACY LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,HIGHRIDGE PHARMACY LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,HIGHRIDGE PHARMACY LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,HIGHRIDGE PHARMACY LTD,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,HIJAZ PHARMACEUTICALS LTD     ,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,HIJAZ PHARMACEUTICALS LTD     ,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,HIJAZ PHARMACEUTICALS LTD     ,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,HIKMAS PHARMA LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,HIKMAS PHARMA LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,HIKMAS PHARMA LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,HIKMAS PHARMA LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,HIKMAS PHARMA LTD,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,IMARA MEDICAL CENTRE,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,IMARA MEDICAL CENTRE,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,IMARA MEDICAL CENTRE,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,IMARA MEDIPLUS LIMITED,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,IMARA MEDIPLUS LIMITED,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,IMARA MEDIPLUS LIMITED,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,IMARA MEDIPLUS LIMITED,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,IMARA MEDIPLUS LIMITED,FLEMING 5.6G/70ML PO BTX1 M24 GH
KE-G.MED-4-1,INKAMED PHARMACEUTICALS,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,INKAMED PHARMACEUTICALS,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,INKAMED PHARMACEUTICALS,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,INKAMED PHARMACEUTICALS,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,INKAMED PHARMACEUTICALS - TWN,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,INKAMED PHARMACEUTICALS - TWN,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,IVORY HEALTH SOLUTIONS,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,IVORY HEALTH SOLUTIONS,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,IVORY HEALTH SOLUTIONS,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,IVORY HEALTH SOLUTIONS,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,JABEZ PHARMACY,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,JABEZ PHARMACY,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,JABEZ PHARMACY,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,JABEZ PHARMACY,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,JALARAM MEDICAL CENTER,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,JAMB PHARMACY LIMITED,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,JANPHARM,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,JANPHARM,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,JANPHARM,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,JANPHARM,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,JANPHARM,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,JAYLEEN CHEMIST,AXACEF 250MG TABCO BL1X10 M36 GH
KE-G.MED-4-2,JAYLEEN CHEMIST,AXACEF 500MG TABCO BL1X10 M36 KE
KE-G.MED-4-2,JAYLEEN CHEMIST,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,JAYLEEN CHEMIST,FLEMING 5.6G/70ML PO BTX1 M24 GH
KE-G.MED-4-2,JAYLEEN CHEMIST,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,JAYLEEN CHEMIST,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,JERUPHARM CHEMIST LTD         ,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,JERUPHARM CHEMIST LTD         ,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,JERUPHARM CHEMISTS LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,JERUPHARM CHEMISTS LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,JERUPHARM CHEMISTS LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,JERUPHARM CHEMISTS LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,JERUPHARM CHEMISTS LTD,FLEMING 5.6G/70ML PO BTX1 M24 GH
KE-G.MED-4-2,JERUPHARM CHEMISTS LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,JERUPHARM CHEMISTS LTD,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,K.I.R.E.C LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,KAM PHARMACY LTD,AXACEF 500MG TABCO BL1X10 M36 KE
KE-G.MED-4-1,KAM PHARMACY LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,KAM PHARMACY LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,KAM PHARMACY LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,KAM PHARMACY LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,KAM PHARMACY LTD,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,KAREN CHEMIST,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,KAREN CHEMIST,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,KAVAKAVA PHARMACY LTD,AXACEF 500MG TABCO BL1X10 M36 KE
KE-G.MED-4-1,KAVAKAVA PHARMACY LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,KAVAKAVA PHARMACY LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,KAVAKAVA PHARMACY LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,KAVAKAVA PHARMACY LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,KAVAKAVA PHARMACY LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,KAVAKAVA PHARMACY LTD,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,KERU HEALTHCARE,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,KERU HEALTHCARE LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,KERUGOYA PRIME,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,KIAMBU PHARMACY,FLEMING 5.6G/70ML PO BTX1 M24 GH
KE-G.MED-4-2,KILIMANI CHILDREN'S CLINIC LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,KIMATHI STREET MEDICAL CENTRE,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,KIMATHI STREET MEDICAL CENTRE,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,KIMATHI STREET MEDICAL CENTRE,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,KING DAVIDS HOSPITAL,FLEMING 1G-200MG INJPO VL5 M24 EX
KE-G.MED-4-2,KING DAVIDS HOSPITAL,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,KING DAVIDS HOSPITAL,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,KING DAVIDS HOSPITAL,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,KIREC PHARMACEUTICALS LTD,AXACEF 250MG TABCO BL1X10 M36 GH
KE-G.MED-4-2,KIREC PHARMACEUTICALS LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,KIREC PHARMACEUTICALS LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,KIREC PHARMACEUTICALS LTD,FLEMING 1G-200MG INJPO VL5 M24 EX
KE-G.MED-4-2,KIREC PHARMACEUTICALS LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,KIREC PHARMACEUTICALS LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,KIREC PHARMACEUTICALS LTD,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,KITENGELA WEST HOSPITAL       ,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,KITENGELA WEST HOSPITAL       ,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,KOMAROCK MODERN PATIENT CARE CENTRE,FLAGYL 0.5% 100ML VIAFLEX (GFR)
KE-G.MED-4-1,KOMAROCK MODERN PATIENT CARE CENTRE,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,KRISHNA CHEMIST LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
