MSR,Customer Name,Products
KE-CHC-6,RELIANT PHARMACEUTICAL LTD,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
KE-CHC-6,RELIANT PHARMACEUTICAL LTD,RHINATHIOL 6.25G/+ SYR BT
KE-CHC-2,RELIANT PHARMACEUTICAL LTD,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
GEM-NP,RELIANT PHARMACEUTICAL LTD,TAVANIC 500MG TABLETS 5's
CHC_OTC_Others,RFH HEALTHCARE (K) LTD        ,BUSCOPAN PLUS TABLETS * 50's
KE-G.MED-1_Others,RFH HEALTHCARE (K) LTD        ,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1_Others,RFH HEALTHCARE (K) LTD        ,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-4,RFH HEALTHCARE (K) LTD        ,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-CHC-4,RFH HEALTHCARE (K) LTD        ,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-4_Others,RFH HEALTHCARE (K) LTD        ,FLAGYL 400MG 100 TABS
KE-G.MED-4_Others,RFH HEALTHCARE (K) LTD        ,FLAGYL SUSPENSION 100ML
CHC-NP,RFH HEALTHCARE (K) LTD        ,MAALOX SUSPENSION 350ML (EXPORT)
KE-CHC-4,RFH HEALTHCARE (K) LTD        ,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
KE-G.MED-3_Others,RFH HEALTHCARE (K) LTD        ,ORELOX 800MG/+ GRAN BTX1
KE-CHC-8,RFH HEALTHCARE (K) LTD        ,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
KE-CHC-8,RFH HEALTHCARE (K) LTD        ,RHINATHIOL 6.25G/+ SYR BT
KE-CHC-4,RFH HEALTHCARE (K) LTD        ,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
KE-G.MED-2-1,RFH HEALTHCARE (K) LTD        ,XATRAL 10MG TABCR BL3X10 S3 M36 XD
KE-DCV_Others,RIDDHI PHARMACEUTICALS,AMARYL MIR 2-500MG TABCO BL3X10 XE
CHC-NP,RIDDHI PHARMACEUTICALS,BRONCHICUM 6.64G/+ ELIX BTX1 XE
CHC_OTC_Others,RIDDHI PHARMACEUTICALS,BUSCOPAN PLUS TABLETS * 50's
KE-REG-3,RIDDHI PHARMACEUTICALS,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1_Others,RIDDHI PHARMACEUTICALS,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
GEM-NP,RIDDHI PHARMACEUTICALS,CORDARONE 200MG TAB BL3X10 S3 M36 XD
CHC_OTC_Others,RIDDHI PHARMACEUTICALS,DULCOLAX TABLETS 5mg * 30's SugarC
CHC_RX_Others,RIDDHI PHARMACEUTICALS,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-REG-3,RIDDHI PHARMACEUTICALS,EPILIM CHRONO 333-145MG T
KE-G.MED-4_Others,RIDDHI PHARMACEUTICALS,FLAGENTYL 500MG TABCO BL1X4 S3 XE
GEM-NP,RIDDHI PHARMACEUTICALS,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC_RX_Others,RIDDHI PHARMACEUTICALS,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC_OTC_Others,RIDDHI PHARMACEUTICALS,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
CHC_RX_Others,RIDDHI PHARMACEUTICALS,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
KE-DCV-3,RIDGE PHARMACEUTICALS,AMARYL 4MG 30 TABS
CHC_RX_Others,RIDGE PHARMACEUTICALS,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
CHC-NP,RIDGE PHARMACEUTICALS,ERCEFURYL 200MG CAP BL2X14
CHC-NP,RIDGE PHARMACEUTICALS,ERCEFURYL 3.6G/90ML SOL BTX1 S2 EX
KE-G.MED-4-1,RIDGE PHARMACEUTICALS,FLAGENTYL 500MG TABCO BL1X4 S3 XE
GEM-NP,RIDGE PHARMACEUTICALS,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,RIDGE PHARMACEUTICALS,Maalox 460mg/susp SC20 S3 M36 XE
CHC-NP,RIDGE PHARMACEUTICALS,MAALOX SUSPENSION 350ML (EXPORT)
CHC_RX_Others,RIDGE PHARMACEUTICALS,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC-NP,RIDGE PHARMACEUTICALS,NOSPA 40MG TAB BL10X10 S3
KE-G.MED-3_Others,RIDGE PHARMACEUTICALS,ORELOX 200MG 10CP
KE-G.MED-3-4,RIDGE PHARMACEUTICALS,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE
CHC_OTC_Others,RIDGE PHARMACEUTICALS,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
KE-CHC-5,RIDGE PHARMACEUTICALS,RHINATHIOL 6.25G/+ SYR BT
KE-G.MED-1-1,RIDGE PHARMACEUTICALS,TRITACE 5MG 28 TABS
CHC_OTC_Others,RIDGES CHEMIST-CASH,DULCOLAX TABLETS 5mg * 30's SugarC
GEM-NP,RIGHT CARE CLINIC,MONO-TILDIEM 200MG CAP BL2X14 S3 M36 XD
KE-G.MED-3_Others,RIGHT CARE CLINIC,ORELOX 200MG 10CP
CHC_OTC_Others,RUJCHEM PHARMACY,BUSCOPAN TABLETS BP 10mg * 50's
CHC_OTC_Others,RUJCHEM PHARMACY,DULCOLAX TABLETS 5mg * 30's SugarC
CHC_RX_Others,RUJCHEM PHARMACY,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
CHC_RX_Others,RUJCHEM PHARMACY,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
KE-DCV_Others,RUKI PHARMACY                 ,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-4,RUP PHARM LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-4,RUP PHARM LTD,APROVEL 150MG TABCO BL2X14 RM M36 XE
KE-DCV-4,RUP PHARM LTD,LANTUS SOLOSTAR 100IU/ML 3ML 5
CHC-NP,RUP PHARM LTD,Maalox 460mg/susp SC20 S3 M36 XE
KE-G.MED-1_Others,RUP PHARM LTD,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1_Others,RUP PHARM LTD,TRITACE 5MG 28 TABS
CHC_OTC_Others,RWAN PHARMACY LTD,DULCOLAX TABLETS 5mg * 30's SugarC
CHC_RX_Others,RWAN PHARMACY LTD,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
CHC-NP,RWAN PHARMACY LTD,ERCEFURYL 200MG CAP BL2X14
KE-G.MED-4_Others,RWAN PHARMACY LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
CHC-NP,RWAN PHARMACY LTD,Maalox 460mg/susp SC20 S3 M36 XE
CHC-NP,RWAN PHARMACY LTD,MAALOX PLUS TABS EXPORT 10
CHC-NP,RWAN PHARMACY LTD,MAALOX SUSPENSION 350ML (EXPORT)
CHC_RX_Others,RWAN PHARMACY LTD,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
KE-DCV_Others,RYAVIL PHARMACY,AMARYL 1MG 30 TABS
KE-DCV_Others,RYAVIL PHARMACY,AMARYL 4MG 30 TABS
CHC_OTC_Others,RYAVIL PHARMACY,BUSCOPAN TABLETS BP 10mg * 50's
CHC_OTC_Others,RYAVIL PHARMACY,DULCOLAX TABLETS 5mg * 30's SugarC
KE-G.MED-4_Others,RYAVIL PHARMACY,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4_Others,RYAVIL PHARMACY,FLEMING 5.6G/70ML PO BTX1 M24 GH
CHC_RX_Others,RYAVIL PHARMACY,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
KE-DCV_Others,SABOTI CHEMIST KISUMU AC,AMARYL 1MG 30 TABS
KE-DCV_Others,SABOTI CHEMIST KISUMU AC,AMARYL 4MG 30 TABS
KE-DCV_Others,SABOTI CHEMIST KISUMU AC,AMARYL MIR 2-500MG TABCO BL3X10 XE
CHC-NP,SABOTI CHEMIST KISUMU AC,BRONCHICUM 6.64G/+ ELIX BTX1 XE
KE-CHC-7,SABOTI CHEMIST KISUMU AC,BUSCOPAN TABLETS BP 10mg * 50's
KE-CHC-7,SABOTI CHEMIST KISUMU AC,DULCOLAX TABLETS 5mg * 30's SugarC
KE-REG-3,SABOTI CHEMIST KISUMU AC,EPILIM 12G/300ML SYR BTX1
KE-REG-3,SABOTI CHEMIST KISUMU AC,EPILIM 200MG TAB BL10X10
KE-REG-3,SABOTI CHEMIST KISUMU AC,EPILIM CHRONO 333-145MG T
KE-REG-3,SABOTI CHEMIST KISUMU AC,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
KE-G.MED-4_Others,SABOTI CHEMIST KISUMU AC,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4_Others,SABOTI CHEMIST KISUMU AC,FLAGYL 400MG 100 TABS
KE-G.MED-4_Others,SABOTI CHEMIST KISUMU AC,FLAGYL SUSPENSION 100ML
GEM-NP,SABOTI CHEMIST KISUMU AC,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,SABOTI CHEMIST KISUMU AC,MAALOX PLUS TABS EXPORT 10
KE-CHC-3,SABOTI CHEMIST KISUMU AC,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
KE-CHC-7,SABOTI CHEMIST KISUMU AC,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
KE-CHC-7,SABOTI CHEMIST KISUMU AC,RHINATHIOL 6.25G/+ SYR BT
KE-CHC-3,SABOTI CHEMIST KISUMU AC,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
KE-G.MED-2-1,SABOTI CHEMIST KISUMU AC,XATRAL 10MG TABCR BL3X10 S3 M36 XD
CHC_OTC_Others,SAFEDOSE PHARMACY & DIAGNOSTICS LTD(CASH A/C),DULCOLAX TABLETS 5mg * 30's SugarC
CHC_RX_Others,SAFEDOSE PHARMACY & DIAGNOSTICS LTD(CASH A/C),MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
GEM-NP,SAFEDOSE PHARMACY & DIAGNOSTICS LTD(CASH A/C),STILNOX 10MG TABCO BL1X14 S3 M48 XD
KE-DCV-1,SAGITARIX LTD,AMARYL 1MG 30 TABS
KE-DCV-1,SAGITARIX LTD,AMARYL 2MG 30 TABS
KE-DCV_Others,SAGITARIX LTD,AMARYL 4MG 30 TABS
KE-G.MED-3-3,SAGITARIX LTD,APROVASC 150/5
KE-G.MED-3_Others,SAGITARIX LTD,APROVASC 300/10
KE-G.MED-3-3,SAGITARIX LTD,APROVASC 300/5
CHC_OTC_Others,SAGITARIX LTD,BUSCOPAN AMPOULES 20mg/1ml * 5's 
KE-G.MED-1_Others,SAGITARIX LTD,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-DCV-1,SAGITARIX LTD,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV_Others,SAGITARIX LTD,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-CHC-1,SAGITARIX LTD,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-REG-3,SAGITARIX LTD,EPILIM 12G/300ML SYR BTX1
KE-G.MED-3_Others,SAGITARIX LTD,EPILIM 200MG TAB BL10X10
KE-G.MED-3_Others,SAGITARIX LTD,EPILIM CHRONO 333-145MG T
KE-REG-3,SAGITARIX LTD,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
KE-G.MED-4-2,SAGITARIX LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4_Others,SAGITARIX LTD,FLAGYL SUSPENSION 100ML
KE-REG-3,SAGITARIX LTD,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV_Others,SAGITARIX LTD,LANTUS VIAL 10MG 1
GEM-NP,SAGITARIX LTD,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,SAGITARIX LTD,Maalox 460mg/susp SC20 S3 M36 XE
KE-CHC-1,SAGITARIX LTD,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
KE-REG-3,SAGITARIX LTD,ORELOX 200MG 10CP
KE-G.MED-3_Others,SAGITARIX LTD,ORELOX 800MG/+ GRAN BTX1
KE-G.MED-1_Others,SAGITARIX LTD,PLAVIX 75MG TABCO BL2X14 M36 XE
GEM-NP,SAGITARIX LTD,RESONIUM A 453.7G/+ POWD BTX1 M60 XE
KE-CHC-5,SAGITARIX LTD,RHINATHIOL 6.25G/+ SYR BT
KE-CHC-1,SAGITARIX LTD,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
GEM-NP,SAGITARIX LTD,STILNOX 10MG TABCO BL1X14 S3 M48 XD
KE-G.MED-1-5,SAGITARIX LTD,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1_Others,SAGITARIX LTD,TRITACE 5MG 28 TABS
KE-G.MED-2-1,SAGITARIX LTD,XATRAL 10MG TABCR BL3X10 S3 M36 XD
CHC_OTC_Others,SAID MOHAMED MZEE             ,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
CHC_RX_Others,SAIFEE FOUNDATION & CENTRE,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-DCV_Others,SAIFEE FOUNDATION & CENTRE,LANTUS VIAL 10MG 1
CHC_RX_Others,SAIFEE FOUNDATION & CENTRE,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC-NP,SAIFEE FOUNDATION & CENTRE,NOSPA 40MG/2ML INJ AM25 XD
CHC_OTC_Others,SAIFEE FOUNDATION & CENTRE,RHINATHIOL 6.25G/+ SYR BT
CHC_RX_Others,SAIFEE FOUNDATION & CENTRE,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
GEM-NP,SAIFEE FOUNDATION & CENTRE,RIFOCIN 250MG/3ML INJ AM1 S3 M36 XE
KE-DCV_Others,SAINARD PHARMACEUTICALS LTD   ,ALLSTAR MEDSU PEN1 XE
KE-DCV_Others,SAINARD PHARMACEUTICALS LTD   ,AMARYL 4MG 30 TABS
CHC_OTC_Others,SAINARD PHARMACEUTICALS LTD   ,BUSCOPAN TABLETS BP 10mg * 50's
KE-DCV_Others,SAINARD PHARMACEUTICALS LTD   ,LANTUS 300IU/3ML.INJ.CRT5.S3.M36.XE
KE-DCV_Others,SAINARD PHARMACEUTICALS LTD   ,LANTUS SOLOSTAR 100IU/ML 3ML 5
CHC-NP,SAINARD PHARMACEUTICALS LTD   ,MAALOX PLUS TABS EXPORT 10
CHC_RX_Others,SAINARD PHARMACEUTICALS LTD   ,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
KE-G.MED-1_Others,SAINARD PHARMACEUTICALS LTD   ,TRITACE 5MG 28 TABS
KE-DCV-3,SAKO PHARMACEUTICALS,AMARYL 2MG 30 TABS
KE-CHC-1,SAKO PHARMACEUTICALS,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-3-4,SAKO PHARMACEUTICALS,EPILIM 12G/300ML SYR BTX1
KE-G.MED-3-4,SAKO PHARMACEUTICALS,EPILIM 200MG TAB BL10X10
KE-G.MED-3-4,SAKO PHARMACEUTICALS,EPILIM CHRONO 333-145MG T
KE-G.MED-3-4,SAKO PHARMACEUTICALS,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
CHC-NP,SAKO PHARMACEUTICALS,ERCEFURYL 3.6G/90ML SOL BTX1 S2 EX
KE-G.MED-4-1,SAKO PHARMACEUTICALS,FLAGYL SUSPENSION 100ML
GEM-NP,SAKO PHARMACEUTICALS,LASIX 40MG TAB BL2X10 SWI M60 XE
KE-CHC-1,SAKO PHARMACEUTICALS,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
KE-G.MED-1-1,SAKO PHARMACEUTICALS,"TRITACE 2,5MG  28 TABS"
KE-G.MED-2-1,SAKO PHARMACEUTICALS,XATRAL 10MG TABCR BL3X10 S3 M36 XD
KE-G.MED-2-1,SAKO PHARMACEUTICALS,XATRAL 5MG TAB BL4X14 S3 M36 XD
KE-DCV_Others,SALAMA PHARMACEUTICALS,ALLSTAR MEDSU PEN1 XE
KE-DCV-2,SALAMA PHARMACEUTICALS,AMARYL 1MG 30 TABS
KE-DCV-2,SALAMA PHARMACEUTICALS,AMARYL 2MG 30 TABS
KE-DCV-2,SALAMA PHARMACEUTICALS,AMARYL 4MG 30 TABS
KE-DCV-2,SALAMA PHARMACEUTICALS,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-G.MED-3-5,SALAMA PHARMACEUTICALS,APROVASC 150/5
KE-G.MED-3-5,SALAMA PHARMACEUTICALS,APROVASC 300/10
KE-G.MED-3-5,SALAMA PHARMACEUTICALS,APROVASC 300/5
KE-DCV-2,SALAMA PHARMACEUTICALS,APROVEL 150MG TABCO BL2X14 RM M36 XE
KE-DCV-2,SALAMA PHARMACEUTICALS,APROVEL 300MG TABCO BL2X14 RM M36 XE
CHC-NP,SALAMA PHARMACEUTICALS,BISOLVON LINCTUS 200ML 
CHC-NP,SALAMA PHARMACEUTICALS,BRONCHICUM 6.64G/+ ELIX BTX1 XE
KE-CHC-5,SALAMA PHARMACEUTICALS,BUSCOPAN PLUS TABLETS * 50's
KE-CHC-5,SALAMA PHARMACEUTICALS,BUSCOPAN TABLETS BP 10mg * 50's
KE-G.MED-1_Others,SALAMA PHARMACEUTICALS,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-DCV-2,SALAMA PHARMACEUTICALS,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-2,SALAMA PHARMACEUTICALS,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-CHC-5,SALAMA PHARMACEUTICALS,DULCOLAX TABLETS 5mg * 30's SugarC
KE-CHC-1,SALAMA PHARMACEUTICALS,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-3-5,SALAMA PHARMACEUTICALS,EPILIM 12G/300ML SYR BTX1
KE-G.MED-3_Others,SALAMA PHARMACEUTICALS,EPILIM 200MG TAB BL10X10
KE-G.MED-3-5,SALAMA PHARMACEUTICALS,EPILIM CHRONO 333-145MG T
KE-G.MED-3-5,SALAMA PHARMACEUTICALS,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
CHC-NP,SALAMA PHARMACEUTICALS,ERCEFURYL 200MG CAP BL2X14
KE-G.MED-4-2,SALAMA PHARMACEUTICALS,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,SALAMA PHARMACEUTICALS,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,SALAMA PHARMACEUTICALS,FLAGYL SUSPENSION 100ML
CHC-NP,SALAMA PHARMACEUTICALS,IBEX 200MG+ CAPEM BL2X12 M36 EX
KE-DCV-2,SALAMA PHARMACEUTICALS,LANTUS 300IU/3ML.INJ.CRT5.S3.M36.XE
KE-DCV-2,SALAMA PHARMACEUTICALS,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV-2,SALAMA PHARMACEUTICALS,LANTUS VIAL 10MG 1
GEM-NP,SALAMA PHARMACEUTICALS,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,SALAMA PHARMACEUTICALS,Maalox 460mg/susp SC20 S3 M36 XE
CHC-NP,SALAMA PHARMACEUTICALS,MAALOX PLUS TABS EXPORT 10
CHC-NP,SALAMA PHARMACEUTICALS,MAALOX SUSPENSION 350ML (EXPORT)
GEM-NP,SALAMA PHARMACEUTICALS,MONO-TILDIEM 200MG CAP BL2X14 S3 M36 XD
KE-CHC-1,SALAMA PHARMACEUTICALS,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC-NP,SALAMA PHARMACEUTICALS,NOSPA 40MG TAB BL10X10 S3
CHC-NP,SALAMA PHARMACEUTICALS,NOSPA 40MG TAB BL2X10 XE
KE-G.MED-3-5,SALAMA PHARMACEUTICALS,ORELOX 100MG TABCO BL1X10
KE-G.MED-3-5,SALAMA PHARMACEUTICALS,ORELOX 200MG 10CP
KE-G.MED-3-5,SALAMA PHARMACEUTICALS,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE
KE-G.MED-3-5,SALAMA PHARMACEUTICALS,ORELOX 800MG/+ GRAN BTX1
KE-G.MED-1_Others,SALAMA PHARMACEUTICALS,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-CHC-5,SALAMA PHARMACEUTICALS,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
KE-CHC-5,SALAMA PHARMACEUTICALS,RHINATHIOL 6.25G/+ SYR BT
KE-CHC-1,SALAMA PHARMACEUTICALS,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
GEM-NP,SALAMA PHARMACEUTICALS,RIFOCIN 250MG/3ML INJ AM1 S3 M36 XE
GEM-NP,SALAMA PHARMACEUTICALS,STILNOX 10MG TABCO BL1X14 S3 M48 XD
KE-G.MED-1-4,SALAMA PHARMACEUTICALS,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-4,SALAMA PHARMACEUTICALS,TRITACE 5MG 28 TABS
KE-G.MED-2-1,SALAMA PHARMACEUTICALS,XATRAL 10MG TABCR BL3X10 S3 M36 XD
KE-G.MED-2-1,SALAMA PHARMACEUTICALS,XATRAL 2.5MG TABCO BL2X15 S3 M36 XE
KE-G.MED-2-1,SALAMA PHARMACEUTICALS,XATRAL 5MG TAB BL4X14 S3 M36 XD
KE-DCV_Others,SAMBALAT CHEMIST - CASH,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-G.MED-3_Others,SAMBALAT CHEMIST - CASH,APROVASC 300/10
KE-G.MED-3_Others,SAMBALAT CHEMIST - CASH,APROVASC 300/5
KE-DCV_Others,SAMBALAT CHEMIST - CASH,APROVEL 300MG TABCO BL2X14 RM M36 XE
CHC_OTC_Others,SAMBALAT CHEMIST - CASH,BUSCOPAN TABLETS BP 10mg * 50's
KE-DCV_Others,SAMBALAT CHEMIST - CASH,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV_Others,SAMBALAT CHEMIST - CASH,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-CHC-7,SAMBALAT CHEMIST - CASH,DULCOLAX TABLETS 5mg * 30's SugarC
KE-CHC-3,SAMBALAT CHEMIST - CASH,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-3_Others,SAMBALAT CHEMIST - CASH,EPILIM 12G/300ML SYR BTX1
KE-G.MED-3_Others,SAMBALAT CHEMIST - CASH,EPILIM CHRONO 333-145MG T
KE-G.MED-4_Others,SAMBALAT CHEMIST - CASH,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4_Others,SAMBALAT CHEMIST - CASH,FLAGYL 400MG 100 TABS
KE-DCV_Others,SAMBALAT CHEMIST - CASH,LANTUS SOLOSTAR 100IU/ML 3ML 5
KE-DCV_Others,SAMBALAT CHEMIST - CASH,LANTUS VIAL 10MG 1
GEM-NP,SAMBALAT CHEMIST - CASH,LASIX 20MG/2ML INJ AM5 S3 M60 XE
GEM-NP,SAMBALAT CHEMIST - CASH,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,SAMBALAT CHEMIST - CASH,Maalox 460mg/susp SC20 S3 M36 XE
KE-CHC-3,SAMBALAT CHEMIST - CASH,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC-NP,SAMBALAT CHEMIST - CASH,NOSPA 40MG TAB BL2X10 XE
KE-G.MED-3_Others,SAMBALAT CHEMIST - CASH,ORELOX 100MG TABCO BL1X10
KE-G.MED-3_Others,SAMBALAT CHEMIST - CASH,ORELOX 200MG 10CP
KE-G.MED-3_Others,SAMBALAT CHEMIST - CASH,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE
KE-G.MED-3_Others,SAMBALAT CHEMIST - CASH,ORELOX 800MG/+ GRAN BTX1
KE-G.MED-1_Others,SAMBALAT CHEMIST - CASH,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-CHC-7,SAMBALAT CHEMIST - CASH,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
KE-CHC-3,SAMBALAT CHEMIST - CASH,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
GEM-NP,SAMBALAT CHEMIST - CASH,TAVANIC 500MG TABLETS 5's
KE-G.MED-2-1,SAMBALAT CHEMIST - CASH,XATRAL 10MG TABCR BL3X10 S3 M36 XD
KE-G.MED-2-1,SAMBALAT CHEMIST - CASH,XATRAL 5MG TAB BL4X14 S3 M36 XD
CHC_OTC_Others,SAMUCHEM CHEMIST,DULCOLAX TABLETS 5mg * 30's SugarC
CHC_OTC_Others,SAOLA PHARMACEUTICALS LIMITED,BUSCOPAN PLUS TABLETS * 50's
CHC_OTC_Others,SAOLA PHARMACEUTICALS LIMITED,DULCOLAX TABLETS 5mg * 30's SugarC
CHC_RX_Others,SAOLA PHARMACEUTICALS LIMITED,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
CHC_RX_Others,SATELLITE PHARMACY,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC_OTC_Others,SATELLITE PHARMACY,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
CHC_OTC_Others,SATELLITE PHARMACY,RHINATHIOL 6.25G/+ SYR BT
CHC_RX_Others,SATELLITE PHARMACY,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
KE-DCV_Others,SATYA PHARMACY LIMITED,ALLSTAR MEDSU PEN1 XE
KE-DCV-4,SATYA PHARMACY LIMITED,AMARYL 1MG 30 TABS
KE-DCV-4,SATYA PHARMACY LIMITED,AMARYL 2MG 30 TABS
KE-DCV-4,SATYA PHARMACY LIMITED,AMARYL 4MG 30 TABS
KE-DCV-4,SATYA PHARMACY LIMITED,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-G.MED-3_Others,SATYA PHARMACY LIMITED,APROVASC 150/5
KE-DCV-4,SATYA PHARMACY LIMITED,APROVEL 300MG TABCO BL2X14 RM M36 XE
CHC-NP,SATYA PHARMACY LIMITED,BIOFERON 8G/200ML+ SYR BTX1 M30 EX
CHC-NP,SATYA PHARMACY LIMITED,BISOLVON LINCTUS 200ML 
CHC-NP,SATYA PHARMACY LIMITED,BRONCHICUM 6.64G/+ ELIX BTX1 XE
CHC_OTC_Others,SATYA PHARMACY LIMITED,BUSCOPAN TABLETS BP 10mg * 50's
KE-DCV-4,SATYA PHARMACY LIMITED,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-DCV-4,SATYA PHARMACY LIMITED,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
KE-CHC-7,SATYA PHARMACY LIMITED,DULCOLAX TABLETS 5mg * 30's SugarC
KE-CHC-3,SATYA PHARMACY LIMITED,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-3-1,SATYA PHARMACY LIMITED,EPILIM 12G/300ML SYR BTX1
KE-G.MED-3-1,SATYA PHARMACY LIMITED,EPILIM 200MG TAB BL10X10
KE-G.MED-3-1,SATYA PHARMACY LIMITED,EPILIM CHRONO 333-145MG T
KE-G.MED-3-1,SATYA PHARMACY LIMITED,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
CHC-NP,SATYA PHARMACY LIMITED,ERCEFURYL 200MG CAP BL2X14
