distributor,distributor_product_name,sanofi_product_name,sanofi_product_id
CAMEC,,"DOLIPRANETABS 1G TAB BL2X4 EX",152
CAMEC,,"DOLIPRANETABS 500MG TAB BL2X8 X EX",153
CAMEC,,"FLAGYL 250MG TAB BL2X10 X EX",154
CAMEC,,"FLAGYL 500MG TAB BL14 X EX",155
CAMEC,,"GARDENAL 100MG TAB BL2X10 X EX",156
CAMEC,,"DOLIPRANE 1.44G/60ML SYR BT1 M24 X EX",157
CAMEC,,"QUINIMAX 500MG/4ML INJ AM25 X EX",158
CAMEC,,"QUINIMAX 250MG/2ML INJ AM25 X EX",159
CAMEC,,"QUINIMAX 500MG/4ML INJ AM3 X EX",160
CAMEC,,"PROFENID 150MG/+ SYR BT1 X EX",161
CAMEC,,"XATRAL 2.5MG TABCO BL2X15 S4 M24 XD",162
CAMEC,,"FLAGYL 500MG TABCO BL2X7 M36 XD",163
CAMEC,,"ALLSTAR MEDSUP MEDSU PEN1 MAU XE",164
CAMEC,,"APROVASC 150-10MG TAB BL4X7 M36 XD",165
CAMEC,,"APROVASC 150-5MG TAB BL4X7 M36 XD",166
CAMEC,,"APROVASC 300-10MG TAB BL4X7 M36 XD",167
CAMEC,,"APROVASC 300-5MG TAB BL4X7 M36 XD",168
CAMEC,,"INSUMAN BAS 1KIU/10ML INJSU VL1 S3 XE",169
CAMEC,,"INSUMAN C30 1KIU/10ML INJSU VL1 S3 XE",170
CAMEC,,"INSUMAN RAP 1KIU/10ML INJ VL1 S3 M24 XE",171
CAMEC,,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",172
CAMEC,,"PLAVIX 75MG TABCO BL2X14 M36 XE",173
CAMEC,,"TAVANIC 500MG/+ INFLS VL1 ICRA M36 XD",174
CAMEC,,"XATRAL 10MG TABCR BL30 M36 XD",175
CAMEC,,"GARDENAL 50MG TAB BL3X10 X EX",176
CAMEC,,"CORDARONE 200MG TAB BL2X15 M36 XD",177
CAMEC,,"GARDENAL 40MG SUBLY VLSX1 S4 M36 XD",178
CAMEC,,"GARDENAL 40MG SUBLY VLSX1 SWI M36 XD",179
CAMEC,,"LACTACYD 120ML LIQSO BT1 XD",180
CAMEC,,"LACTACYD 200ML LIQSO BT1 XD",181
CAMEC,,"OMIZEC 20MG CAP BL4X7 H EX",182
CAMEC,,"BIOFERON 200ML SYR BT1 M30 H EX",183
CAMEC,,"IBEX 200MG+ CAP BL2X12 H EX",184
CAMEC,,"LANTUS 300IU/3ML INJ SOLO5 M36 XD",185
CAMEC,,"MAGNE B6 186MG/+ SOL AM10 S3 M36 XM",186
CAMEC,,"PARAFLAM 400-325MG TABCO BL10 M36 EX",187
CAMEC,,"DOLIPRANE 1G TAB BL2X4 NDSI M36 XD",188
CAMEC,,"LANTUS 300IU/3ML INJ CRT5 S3 M36 XE",189
CAMEC,,"STILNOX 10MG TABCO BL14 S4 M48 XD",190
CAMEC,,"DOLIPRANE 500MG TAB BL2X8 M36 XD",191
CAMEC,,"DOLIPRANE 2.16G/90ML SYR BT1 X EX",192
CAMEC,,"AMEDIN 10MG TAB BL2X14 M36 MG",193
CAMEC,,"AMEDIN 5MG TAB BL2X14 M36 UG",194
CAMEC,,"AXACEF 250MG TABCO BL10 M36 MG",195
CAMEC,,"AXACEF 500MG TABCO BL10 M36 MG",196
CAMEC,,"DYMOL 50-500MG TABEC BL10 M36 MG",197
CAMEC,,"ZOXON 1G INJPO VL100 M36 MG",198
CAMEC,,"TOPLEXIL 33MG/100ML SYR BT1 X EX",199
CAMEC,,"COAPRO 300-25MG TABCO BL2X14 M24 XE",200
CAMEC,,"ELOXATINE 100MG/20ML INJ VL1 H FR",201
CAMEC,,"METHOTREXATE 2.5MG TABCO BT20 M36 FR",202
CAMEC,,"ARTANE 5MG TAB BL20 FR",203
CAMEC,,"DOLIPRANE 1G TAB BL2X4 M24 XD",204
CAMEC,,"TRITACE 2.5MG TAB BL2X14 S4 M36 XE",205
CAMEC,,"TRITACE 5MG TAB BL2X14 S4 M36 XE",206
CAMEC,,"AMARYL 1MG TAB BL2X15 S3 M36 XE",207
CAMEC,,"AMARYL 2MG TAB BL2X15 S3 M36 XE",208
CAMEC,,"AMARYL 3MG TAB BL2X15 S4 M36 XE",209
CAMEC,,"AMARYL 3MG TAB BL2X15 S3 M36 XE",210
CAMEC,,"AMARYL 4MG TAB BL2X15 S3 M36 XE",211
CAMEC,,"CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE",212
CAMEC,,"CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE",213
CAMEC,,"CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE",214
CAMEC,,"CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE",215
CAMEC,,"EPILIM 200MG TABEC BL10X10 S3 M36 XE",216
CAMEC,,"FLEMING 228.5MG/+ SUSP BT1 M24 EX",217
CAMEC,,"FLEMING 500-125MG TABCO BL2X7 M24 EX",218
CAMEC,,"FLEMING 457MG/5ML SUSP BT1 M24 KE",219
CAMEC,,"FLEMING 875-125MG TABCO BL2X7 M24 EX",220
CAMEC,,"INSUMAN C30 300IU/3ML INJSU CRT5 M24 XE",221
CAMEC,,"LANTUS 300IU/3ML INJ SOLO5 ICRA M36 XE",222
CAMEC,,"MAALOX PLUS 8.1G/+ SUSP BT1 S3 M36 XD",223
CAMEC,,"TAVANIC 500MG/+ INFLS VL1 S3 M36 XE",224
CAMEC,,"TIMOL 50MG/10ML EYDRO BT1 M36 GH",225
CAMEC,,"ZOXON 1G INJPO VL1+AM1 M36 KE",226
CAMEC,,"EPILIM CHRO 199.8-87MG TABCR BL10X10 XE",227
CAMEC,,"EPILIM CHRO 333-145MG TABCR BL10X10 XE",228
CAMEC,,"EPILIM 12G/300ML SYR BT1 S4 M36 XE",229
CAMEC,,"FLAGYL 500MG/+ LIQ BT1 ZA",230
CAMEC,,"FLAGYL 200MG/5ML SUSP BT1 M24 ZA",231
CAMEC,,"BOX HISTIACIL NF 150ML JBE ADU",232
CAMEC,,"CORDARONE 150MG/3ML INJ AM6 S3 M24 XD",233
CAMEC,,"BRONCHICUM 6.64G/+ ELIX BT1 S3 M36 XE",234
CAMEC,,"ELOXATIN 50MG/10ML INJ VL1 M24 XE",235
CAMEC,,"ELOXATIN 100MG/20ML INJ VL1 S3 M24 XE",236
CAMEC,,"LASIX 20MG/2ML INJ AM5 XE",237
CAMEC,,"LASIX 40MG TAB BL2X10 M36 XE",238
CAMEC,,"MAALOX PLUS 200MG+ TABCW BL4X10 S3 XD",239
CAMEC,,"MONO-TILDIEM 200MG CAP BL2X14 S3 M36 XE",240
CAMEC,,"RESONIUM A 453.7G/+ POWD BT1 M60 XE",241
CAMEC,,"RIFOCIN 250MG/3ML INJ AM1 S3 M36 XE",242
CAMEC,,"EPILIM 400MG/4ML INJPO VLSX1 S4 M60 XE",243
CAMEC,,"MAALOX 84G/+ SUSP BT1 XE",244
CAMEC,,"AMARYL 1MG TAB BL3X10 M36 ZA",245
CAMEC,,"AMARYL 2MG TAB BL3X10 M36 ZA",246
CAMEC,,"AMARYL 4MG TAB BL3X10 M36 ZA",247
CAMEC,,"FLAGYL 400MG TAB BT100 M24 ZA",248
CAMEC,,"LANTUS 1KIU/10ML INJ VL1 ICRA M36 XE",249
CAMEC,,"TARGOCID 200MG/3ML INJPO VLSX1 S3 M36 XE",250
CAMEC,,"TARGOCID 400MG/3ML INJPO VLSX1 S3 M36 XE",251
CAMEC,,"BUSCOPAN 10MG TABSC BL5X10 M36 NG",252
CAMEC,,"GERIATRIC PHARMATON 40MG+ CAPSG BT30 NG",253
CAMEC,,"PHARMATON KIDDI 4G/+ SYR BT1 NEAN M24 EX",254
CAMEC,,"PHARMATON KIDDI 2G/+ SYR BT1 NEAN M24 EX",255
CAMEC,,"BUSCOPAN 20MG/1ML INJ AM5 M36 ZA",256
CAMEC,,"BISOLVON LINCTUS DA 160MG/+ SYR BT1 ZA",257
CAMEC,,"BUSCOPAN PLUS 10-500MG TABCO BL50X1 EX",258
CAMEC,,"DULCOLAX 5MG TABSC BL3X10 M36 XD",259
CAMEC,,"MUCOSOLVAN 300MG/+ SYR BT1 M36 EX",260
CAMEC,,"APIDRA 300IU/3ML INJ SOLO5 M24 XN",261
CAMEC,,"DOLIPRANE 1G SUP BL2X4 FR",262
CAMEC,,"DOLIPRANE 1G POWD SC8 NF FR",263
CAMEC,,"DOLIPRANE 500MG TAB BL2X8 XD",264
CAMEC,,"IMOVANE 7.5MG TABCO BL20 SWI M36 XE",265
CAMEC,,"LIPANOR 100MG CAP BL3X10 S4 M36 XD",266
CAMEC,,"MAALOX PLUS 15.975G/+ SUSP BT1 S3 M36 XD",267
CAMEC,,"PROFEMIGR 150MG TAB BL10 M60 FR",268
CAMEC,,"PROFENID 1.5G/60G GEL TB1 S4 M36 XE",269
CAMEC,,"SURMONTIL 25MG TAB BL5X10 M36 XD",270
CAMEC,,"TELFAST 180MG TABCO BL15 S4 M36 XE",271
CAMEC,,"TILDIEM 60MG TAB BL2X15 S3 M36 XD",272
CAMEC,,"ARTANE 2MG TAB BL2X25 FR",273
CAMEC,,"MUCOSOLVAN 30MG/5ML SYR BT1 M36 XE",274
"EL WATANIYA PHARMA SARL",,"AMAREL 1MG TAB BL2X15 M36 XE",1
"EL WATANIYA PHARMA SARL",,"AMAREL 2MG TAB BL2X15 M36 XE",2
"EL WATANIYA PHARMA SARL",,"AMAREL 3MG TAB BL2X15 M36 XE",3
"EL WATANIYA PHARMA SARL",,"AMAREL 4MG TAB BL2X15 M36 XD",4
"EL WATANIYA PHARMA SARL",,"AMARYL MIR 2-500MG TABCO BL3X10 XE",5
"EL WATANIYA PHARMA SARL",,"AMARYL MSR 2-500MG TABCO BL3X10 M24 XE",6
"EL WATANIYA PHARMA SARL",,"AMITRON 3G/60ML POWD BT1 M36 EX",7
"EL WATANIYA PHARMA SARL",,"AMITRON 500MG CAPEM BL12 M36 EX",8
"EL WATANIYA PHARMA SARL",,"AMITRON 500MG CAPEM BL50X10 M36 EX",9
"EL WATANIYA PHARMA SARL",,"APROVEL 150MG TABCO BL2X14 RM M36 XE",10
"EL WATANIYA PHARMA SARL",,"APROVEL 300MG TABCO BL2X14 RM M36 XE",11
"EL WATANIYA PHARMA SARL",,"ASPEGIC 100MG POWD SC20 SAF M24 XD",12
"EL WATANIYA PHARMA SARL",,"ASPEGIC 1G POWD SC20 SAF M30 XD",13
"EL WATANIYA PHARMA SARL",,"ASPEGIC 250MG POWD SC20 SAF M24 XD",14
"EL WATANIYA PHARMA SARL",,"ASPEGIC 500MG POWD SC20 SAF M30 XD",15
"EL WATANIYA PHARMA SARL",,"ATURGYL 7.5MG/15ML NASSP IN1 M24 XE",16
"EL WATANIYA PHARMA SARL",,"BIOFERON 305MG+ CAPEM BL3X10 M30 EX",17
"EL WATANIYA PHARMA SARL",,"BIPROFENID 100MG TAB BL2X10 S4 M24 XD",18
"EL WATANIYA PHARMA SARL",,"CLOMID 50MG TAB BL10 NDSI M36 XE",19
"EL WATANIYA PHARMA SARL",,"CLOMID 50MG TAB BL5 NDSI M36 XE",20
"EL WATANIYA PHARMA SARL",,"COAPRO 150-12.5MG TABCO BL2X14 RM M36 XD",21
"EL WATANIYA PHARMA SARL",,"COAPRO 300-12.5MG TABCO BL2X14 RM M36 XD",22
"EL WATANIYA PHARMA SARL",,"CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD",23
"EL WATANIYA PHARMA SARL",,"CORDARONE 200MG TAB BL2X15 M24 XD",24
"EL WATANIYA PHARMA SARL",,"CORTANCYL 20MG TAB BL2X10 SWI M36 XE",25
"EL WATANIYA PHARMA SARL",,"CORTANCYL 5MG TAB BL30 SWI M36 XE",26
"EL WATANIYA PHARMA SARL",,"CORVASAL 2MG TAB BL2X15 S3 M36 XD",27
"EL WATANIYA PHARMA SARL",,"CORVASAL 4MG TAB BL2X15 S3 M24 XD",28
"EL WATANIYA PHARMA SARL",,"DAONIL 5MG TAB BL10X10 SWI M24 XE",29
"EL WATANIYA PHARMA SARL",,"DAONIL 5MG TAB BL20 SWI M24 XE",30
"EL WATANIYA PHARMA SARL",,"DEPAK CHRO500 333-145MG TABCR TB30 XD",31
"EL WATANIYA PHARMA SARL",,"DEPAKINE 200MG TABEC TB40 ICRA M36 X1",32
"EL WATANIYA PHARMA SARL",,"DEPAKINE 500MG TABEC TB40 M36 XD",33
"EL WATANIYA PHARMA SARL",,"DEPAKINE 8.65G/+ SYR BT1 ICRA M36 XD",34
"EL WATANIYA PHARMA SARL",,"DEPAKINE 8G/40ML SOL BT1 ICRA M36 XD",35
"EL WATANIYA PHARMA SARL",,"DITROPAN 5MG TAB BL2X30 M36 XD",36
"EL WATANIYA PHARMA SARL",,"DOGMATIL 50MG CAP BL30 M36 XE",37
"EL WATANIYA PHARMA SARL",,"DOLIPRANE 100MG POWD SC12 NDSI XD",38
"EL WATANIYA PHARMA SARL",,"DOLIPRANE 100MG SUP BL2X5 NDSI M36 XD",39
"EL WATANIYA PHARMA SARL",,"DOLIPRANE 150MG POWD SC12 NDSI XD",40
"EL WATANIYA PHARMA SARL",,"DOLIPRANE 150MG SUP BL2X5 NDSI M36 XD",41
"EL WATANIYA PHARMA SARL",,"DOLIPRANE 1G TABEF TB8 NDSI M36 XD",42
"EL WATANIYA PHARMA SARL",,"DOLIPRANE 200MG POWD SC12 NDSI XD",43
"EL WATANIYA PHARMA SARL",,"DOLIPRANE 200MG SUP BL2X5 NDSI M36 XD",44
"EL WATANIYA PHARMA SARL",,"DOLIPRANE 300MG POWD SC12 NDSI XD",45
"EL WATANIYA PHARMA SARL",,"DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD",46
"EL WATANIYA PHARMA SARL",,"DOLIPRANE VIT C 500-150MG TABEF TB16 XD",47
"EL WATANIYA PHARMA SARL",,"DOLIPRANE VIT C 500-150MG TABEF TB16 FR",48
"EL WATANIYA PHARMA SARL",,"DOLIPRANE 500MG POWD SC12 NDSI M24 XD",49
"EL WATANIYA PHARMA SARL",,"DOLIPRANE 500MG TABEF TB2X8 NDSI M36 XD",50
"EL WATANIYA PHARMA SARL",,"DOLIPREX 500MG+ POWD SC8 NDSI XD",51
"EL WATANIYA PHARMA SARL",,"DOLIRHUME 500-30MG TAB BL2X8 NDSI M36 XD",52
"EL WATANIYA PHARMA SARL",,"ENTEROGERMINA 2BCFU/5ML SUSP BT10 S3 XD",53
"EL WATANIYA PHARMA SARL",,"ERCEFURYL 200MG CAP BL2X14 SAF M60 XE",54
"EL WATANIYA PHARMA SARL",,"ERCEFURYL 3.6G/90ML SOL BT1 S2 EX",55
"EL WATANIYA PHARMA SARL",,"EXACYL 500MG TAB BL20 S3 XE",56
"EL WATANIYA PHARMA SARL",,"EXACYL 1G/10ML SOL AM5 S3 M60 XE",57
"EL WATANIYA PHARMA SARL",,"FLAGENTYL 500MG TABCO BL4 S4 M49 XD",58
"EL WATANIYA PHARMA SARL",,"FLAGYL 500MG/+ INJ BG25 H FR",59
"EL WATANIYA PHARMA SARL",,"FLAGYL 125MG/5ML SUSP BT1 XD",60
"EL WATANIYA PHARMA SARL",,"FLAGYL 500MG PESSA BL2X5 S4 M36 XD",61
"EL WATANIYA PHARMA SARL",,"FLEMING 1G-125MG TABCO BL2X8 M24 EX",62
"EL WATANIYA PHARMA SARL",,"FLEMING 1G-200MG INJPO VL5 M24 EX",63
"EL WATANIYA PHARMA SARL",,"FLEMING 3G/+ POWD BT1 M24 EX",64
"EL WATANIYA PHARMA SARL",,"FLEMING 500-62.5MG TABCO BL2X8 M24 EX",65
"EL WATANIYA PHARMA SARL",,"FLEMING 6G/+ POWD BT1 M24 EX",66
"EL WATANIYA PHARMA SARL",,"GARDENAL 10MG TAB BL4X20 S3 M60 XE",67
"EL WATANIYA PHARMA SARL",,"HEMI-DAONIL 2.5MG TAB BL3X20 SWI M24 XE",68
"EL WATANIYA PHARMA SARL",,"IBEX 200MG+ CAPEM BL2X12 M36 EX",69
"EL WATANIYA PHARMA SARL",,"LARGACTIL 100MG TABCO BL3X10 M36 XD",70
"EL WATANIYA PHARMA SARL",,"LASILIX 20MG/2ML INJ AM1 XE",71
"EL WATANIYA PHARMA SARL",,"LASILIX 40MG TAB BL3X10 SWI M36 XE",72
"EL WATANIYA PHARMA SARL",,"LASILIX FAIBLE 20MG TAB BL2X15 SWI XE",73
"EL WATANIYA PHARMA SARL",,"LASILIX RETARD 60MG CAP TB30 M24 XE",74
"EL WATANIYA PHARMA SARL",,"MAALOX 8.75G/+ SUSP BT1 S3 M36 XE",75
"EL WATANIYA PHARMA SARL",,"MAALOX 460MG/+ SUSP SC20 S3 M36 XE",76
"EL WATANIYA PHARMA SARL",,"MAALOX 400-400MG TABCW BL4X10 S3 M60 XE",77
"EL WATANIYA PHARMA SARL",,"MAGNE B6 470-5MG TABSC BL5X10 S3 M24 XE",78
"EL WATANIYA PHARMA SARL",,"MAXILASE 25KIU/+ SYR BT1 SAF M18 XM",79
"EL WATANIYA PHARMA SARL",,"MAXILASE 3KIU TABSC BL2X12 S3 M24 XD",80
"EL WATANIYA PHARMA SARL",,"MITOSYL 40G/150G+ CREAM TB1 S3 M36 XE",81
"EL WATANIYA PHARMA SARL",,"MITOSYL 20-27G/65G CREAM TB1 S3 M36 XE",82
"EL WATANIYA PHARMA SARL",,"NORZOL 400-600MG TABCO BL10 M36 EX",83
"EL WATANIYA PHARMA SARL",,"NO-SPA 40MG/2ML INJ AM25 XD",84
"EL WATANIYA PHARMA SARL",,"NO-SPA 40MG/2ML INJ AM5 XD",85
"EL WATANIYA PHARMA SARL",,"NO-SPA 40MG TAB BL10X10 S3 M36 XD",86
"EL WATANIYA PHARMA SARL",,"NO-SPA 40MG TAB BL2X10 S3 M36 XD",87
"EL WATANIYA PHARMA SARL",,"NO-SPA 80MG TAB BL2X10 S3 M36 XD",88
"EL WATANIYA PHARMA SARL",,"NOVALGIN 2.5G/5ML INJ AM5 S3 M60 XE",89
"EL WATANIYA PHARMA SARL",,"NOVALGIN 500MG TABCO BL2X10 M36 XD",90
"EL WATANIYA PHARMA SARL",,"NOVALGIN 50MG/100ML SYR BT1 EX",91
"EL WATANIYA PHARMA SARL",,"NOZINAN HCL 100MG TABCO BL2X10 S3 M60 XD",92
"EL WATANIYA PHARMA SARL",,"NOZINAN 25MG TABCO BL2X10 S3 M61 XD",93
"EL WATANIYA PHARMA SARL",,"OFLOCET 200MG TABCO BL10 S4 M36 XD",94
"EL WATANIYA PHARMA SARL",,"ORELOX 100MG TABCO BL10 SWI M36 XD",95
"EL WATANIYA PHARMA SARL",,"ORELOX 200MG TABCO BL2X5 M36 XD",96
"EL WATANIYA PHARMA SARL",,"ORELOX 40MG/5ML GRAN BT1 SWI M24 XD",97
"EL WATANIYA PHARMA SARL",,"ORELOX 400MG/50ML GRAN BT1 SWI M24 XE",98
"EL WATANIYA PHARMA SARL",,"OROKEN 100MG/5ML POWD BT1 S4 M24 XD",99
"EL WATANIYA PHARMA SARL",,"OROKEN 200MG TABCO BL8 S4 M24 XD",100
"EL WATANIYA PHARMA SARL",,"OROKEN 40MG/5ML POWD BT1 S4 M24 XD",101
"EL WATANIYA PHARMA SARL",,"PROFENID 100MG SUP BL2X6 S4 M24 XD",102
"EL WATANIYA PHARMA SARL",,"PROFENID 100MG/2ML INJ AM2 S4 M36 XE",103
"EL WATANIYA PHARMA SARL",,"PROFENID 100MG INJPO VL50 H FR",104
"EL WATANIYA PHARMA SARL",,"PROFENID 100MG TABCO BL3X10 XD",105
"EL WATANIYA PHARMA SARL",,"PROFENID 50MG CAP BL2X12 S4 M36 XD",106
"EL WATANIYA PHARMA SARL",,"PROFENID LP 200MG TABEC BL14 S3 M24 XD",107
"EL WATANIYA PHARMA SARL",,"PYOSTACINE 500MG TABCO BL2X8 NF M48 XD",108
"EL WATANIYA PHARMA SARL",,"QUINIMAX 125MG TABCO BT18 M36 XE",109
"EL WATANIYA PHARMA SARL",,"QUINIMAX 500MG TABCO BT9 M36 XE",110
"EL WATANIYA PHARMA SARL",,"RHINATHIOL 2.5G/125ML SYR BT1 SAF M36 XM",111
"EL WATANIYA PHARMA SARL",,"RHINATHIOL 6.25G/+ SYR BT1 S3 M36 XE",112
"EL WATANIYA PHARMA SARL",,"RHINATHIOL 15G/300ML SYR BT1 S3 M37 XM",113
"EL WATANIYA PHARMA SARL",,"RHINATHIOL PMZ 2.5G/+ SYR BT1 SAF M24 XD",114
"EL WATANIYA PHARMA SARL",,"RISORDAN 20MG TABCO BL3X20 M36 FR",115
"EL WATANIYA PHARMA SARL",,"RODOGYL 750KIU+ TABCO BL2X10 S3 M36 XD",116
"EL WATANIYA PHARMA SARL",,"ROVAMYCINE 1.5MIU TABCO BL2X8 M36 XD",117
"EL WATANIYA PHARMA SARL",,"ROVAMYCINE 3MIU TABCO BL10 M24 XD",118
"EL WATANIYA PHARMA SARL",,"RULID 150MG TABCO BL10 SWI M36 XD",119
"EL WATANIYA PHARMA SARL",,"STILNOX 10MG TABCO BL20 S4 M48 XD",120
"EL WATANIYA PHARMA SARL",,"SURGAM 200MG TAB BL2X10 SWI M36 XE",121
"EL WATANIYA PHARMA SARL",,"TAVANIC 500MG/+ INFLS VL1 M36 H FR",122
"EL WATANIYA PHARMA SARL",,"TAVANIC 500MG TABCO BL5 SWI M60 XE",123
"EL WATANIYA PHARMA SARL",,"TAXOTERE 20MG/1ML INJ VL1 M24 XE",124
"EL WATANIYA PHARMA SARL",,"TAXOTERE 80MG/4ML INJ VL1 M24 XD",125
"EL WATANIYA PHARMA SARL",,"THIOBACTIN 3G/60ML SUSP BT1 EX",126
"EL WATANIYA PHARMA SARL",,"THIOBACTIN 500MG TAB BL24 EX",127
"EL WATANIYA PHARMA SARL",,"TOPLEXIL 33MG/+ SYR BT1 S3 M37 XE",128
"EL WATANIYA PHARMA SARL",,"TRANXENE 10MG CAP BL3X10 M36 XE",129
"EL WATANIYA PHARMA SARL",,"TRANXENE 5MG CAP BL3X10 M36 XE",130
"EL WATANIYA PHARMA SARL",,"TRIATEC 10MG TAB BL2X15 S4 M36 XD",131
"EL WATANIYA PHARMA SARL",,"TRIATEC 1.25MG TAB BL2X15 XD",132
"EL WATANIYA PHARMA SARL",,"TRIATEC 2.5MG TAB BL2X15 S4 M36 XD",133
"EL WATANIYA PHARMA SARL",,"ULCAR 1G/5ML SUSP SC30 S4 M48 XD",134
"EL WATANIYA PHARMA SARL",,"TRITAZIDE 10-12.5MG TAB BL2X14 S4 M36 XD",135
"EL WATANIYA PHARMA SARL",,"TRITAZIDE 10-25MG TAB BL2X14 S4 M36 XD",136
"EL WATANIYA PHARMA SARL",,"TRITAZIDE 5-12.5MG TAB BL2X14 S4 M36 XD",137
"EL WATANIYA PHARMA SARL",,"TRITAZIDE 5-25MG TAB BL2X14 S4 M36 XD",138
"EL WATANIYA PHARMA SARL",,"ULCAR 1G/5ML SUSP SC30 S3 M48 XD",139
"EL WATANIYA PHARMA SARL",,"XATRAL 5MG TABCR BL4X14 S4 M36 XD",140
"EL WATANIYA PHARMA SARL",,"XATRAL 10MG TABCR BL30 S4 M36 XD",141
"EL WATANIYA PHARMA SARL",,"ZEBEN 400MG TAB BL1 M48 EX",142
"EL WATANIYA PHARMA SARL",,"LOVENOX 2KIU/0.2ML INJ PS2 SWI M24 XE",143
"EL WATANIYA PHARMA SARL",,"LOVENOX 4KIU/0.4ML INJ PS2 SWI M24 XE",144
"EL WATANIYA PHARMA SARL",,"LOVENOX 6KIU/0.6ML INJ PS2 SWI M24 XE",145
"EL WATANIYA PHARMA SARL",,"LOVENOX 8KIU/0.8ML INJ PS2 SWI M24 XE",146
"EL WATANIYA PHARMA SARL",,"RHINATHIOL 10G/200ML SOL BT1 M24 XM",147
"EL WATANIYA PHARMA SARL",,"RODOGYL 750KIU+ TABCO BL2X10 S4 M36 XD",148
"EL WATANIYA PHARMA SARL",,"TRIATEC 5MG TAB BL2X15 S4 M36 XD",149
"EL WATANIYA PHARMA SARL",,"NOVALGIN 2.5G/5ML INJ AM5 S4 M36 XD",150
"EL WATANIYA PHARMA SARL",,"OFLOCET 1.5MG/+ SOL UNIX20 S4 M36 XD",151
"EL WATANIYA PHARMA SARL",,"DOLIPRANETABS 1G TAB BL2X4 EX",152
"EL WATANIYA PHARMA SARL",,"DOLIPRANETABS 500MG TAB BL2X8 X EX",153
"EL WATANIYA PHARMA SARL",,"FLAGYL 250MG TAB BL2X10 X EX",154
"EL WATANIYA PHARMA SARL",,"FLAGYL 500MG TAB BL14 X EX",155
"EL WATANIYA PHARMA SARL",,"GARDENAL 100MG TAB BL2X10 X EX",156
"EL WATANIYA PHARMA SARL",,"DOLIPRANE 1.44G/60ML SYR BT1 M24 X EX",157
"EL WATANIYA PHARMA SARL",,"QUINIMAX 500MG/4ML INJ AM25 X EX",158
"EL WATANIYA PHARMA SARL",,"QUINIMAX 250MG/2ML INJ AM25 X EX",159
"EL WATANIYA PHARMA SARL",,"QUINIMAX 500MG/4ML INJ AM3 X EX",160
"EL WATANIYA PHARMA SARL",,"PROFENID 150MG/+ SYR BT1 X EX",161
"EL WATANIYA PHARMA SARL",,"XATRAL 2.5MG TABCO BL2X15 S4 M24 XD",162
"EL WATANIYA PHARMA SARL",,"FLAGYL 500MG TABCO BL2X7 M36 XD",163
"EL WATANIYA PHARMA SARL",,"ALLSTAR MEDSUP MEDSU PEN1 MAU XE",164
"EL WATANIYA PHARMA SARL",,"APROVASC 150-10MG TAB BL4X7 M36 XD",165
"EL WATANIYA PHARMA SARL",,"APROVASC 150-5MG TAB BL4X7 M36 XD",166
"EL WATANIYA PHARMA SARL",,"APROVASC 300-10MG TAB BL4X7 M36 XD",167
"EL WATANIYA PHARMA SARL",,"APROVASC 300-5MG TAB BL4X7 M36 XD",168
"EL WATANIYA PHARMA SARL",,"INSUMAN BAS 1KIU/10ML INJSU VL1 S3 XE",169
"EL WATANIYA PHARMA SARL",,"INSUMAN C30 1KIU/10ML INJSU VL1 S3 XE",170
"EL WATANIYA PHARMA SARL",,"INSUMAN RAP 1KIU/10ML INJ VL1 S3 M24 XE",171
"EL WATANIYA PHARMA SARL",,"MAALOX 600MG/+ SUSP SC30 S3 M36 XD",172
"EL WATANIYA PHARMA SARL",,"PLAVIX 75MG TABCO BL2X14 M36 XE",173
"EL WATANIYA PHARMA SARL",,"TAVANIC 500MG/+ INFLS VL1 ICRA M36 XD",174
"EL WATANIYA PHARMA SARL",,"XATRAL 10MG TABCR BL30 M36 XD",175
"EL WATANIYA PHARMA SARL",,"GARDENAL 50MG TAB BL3X10 X EX",176
"EL WATANIYA PHARMA SARL",,"CORDARONE 200MG TAB BL2X15 M36 XD",177
"EL WATANIYA PHARMA SARL",,"GARDENAL 40MG SUBLY VLSX1 S4 M36 XD",178
"EL WATANIYA PHARMA SARL",,"GARDENAL 40MG SUBLY VLSX1 SWI M36 XD",179
"EL WATANIYA PHARMA SARL",,"LACTACYD 120ML LIQSO BT1 XD",180
"EL WATANIYA PHARMA SARL",,"LACTACYD 200ML LIQSO BT1 XD",181
"EL WATANIYA PHARMA SARL",,"OMIZEC 20MG CAP BL4X7 H EX",182
"EL WATANIYA PHARMA SARL",,"BIOFERON 200ML SYR BT1 M30 H EX",183
"EL WATANIYA PHARMA SARL",,"IBEX 200MG+ CAP BL2X12 H EX",184
"EL WATANIYA PHARMA SARL",,"LANTUS 300IU/3ML INJ SOLO5 M36 XD",185
"EL WATANIYA PHARMA SARL",,"MAGNE B6 186MG/+ SOL AM10 S3 M36 XM",186
"EL WATANIYA PHARMA SARL",,"PARAFLAM 400-325MG TABCO BL10 M36 EX",187
