country,distributor,distributor_product_name,sanofi_product_name,sanofi_gmid,,
MR,SOMAPHAR,MAALOX SUSP BUV  FL250ML,MAALOX 8.75G/+ SUSP BT1 S3 M36 XE,239907,,
MR,SOMAPHAR,MAALOX PLUS  SUSP 355ML GT CIT,MAALOX PLUS 15.975G/+ SUSP BT1 S3 M36 XD,250800,,
MR,SOMAPHAR,MAALOX PLUS 200MG CP 40 CITRON,MAALOX PLUS 200MG+ TABCW BL4X10 S3 XD,436418,,
MR,SOMAPHAR,MAGNE B6  AMP BUV B10X10ML,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
MR,SOMAPHAR,MAGNE B6 CP BL5x10,MAGNE B6 470-5MG TABSC BL5X10 S3 M24 XE,214082,,
MR,SOMAPHAR,MAXILASE 200UI/ML SP125ML,MAXILASE 25KIU/+ SYR BT1 SAF M18 XM,346666,,
MR,SOMAPHAR,MAXILASE 3000 U.CEIP CP24,MAXILASE 3KIU TABSC BL2X12 S3 M24 XD,245296,,
MR,SOMAPHAR,MEDVITE GOLD VITA CP BL3X10,MEDVITE GOLD VITA TABCO BL3X10 M36 EX,476941,,
MR,SOMAPHAR,MITOSYL POM TUBE 65G,MITOSYL 20-27G/65G CREAM TB1 S3 M36 XE,592684,,
MR,SOMAPHAR,MITOSYL POM TUBE 150G,MITOSYL 40G/150G+ CREAM TB1 S3 M36 XE,592685,,
MR,SOMAPHAR,MUCOSOLVAN 30MG CP BL2X10,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
MR,SOMAPHAR,MUCOSOLVAN ENFT 30MG/5ML 100ML,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
MR,SOMAPHAR,NORZOL 400/600MG BL1x10CP,NORZOL 400-600MG TABCO BL10 M36 EX,476712,,
MR,SOMAPHAR,NO - SPA 40MG BL2x10CP,NO-SPA 40MG TAB BL2X10 S3 M36 XD,287550,,
MR,SOMAPHAR,NO - SPA 40MG CP BL10x10,NO-SPA 40MG TAB BL10X10 S3 M36 XD,287552,,
MR,SOMAPHAR,NO - SPA FORTE 80MG BL2x10CP,NO-SPA 80MG TAB BL2X10 S3 M36 XD,287553,,
MR,SOMAPHAR,NO-SPA 40MG/2ML INJ AMP/25,NO-SPA 40MG/2ML INJ AM25 XD,289137,,
MR,SOMAPHAR,NO-SPA 40MG/2ML INJ AMP/5,NO-SPA 40MG/2ML INJ AM5 XD,289138,,
MR,SOMAPHAR,NOVALGIN 2.5G/5ML INJ AMP/5,NOVALGIN 2.5G/5ML INJ AM5 S3 M60 XE,592705,,
MR,SOMAPHAR,NOVALGIN 500MG BL2x10CP,NOVALGIN 500MG TABCO BL2X10 M36 XD,609071,,
MR,SOMAPHAR,NOVALGINE SIROP FL 100ML,NOVALGIN 50MG/100ML SYR BT1 EX,671597,,
MR,SOMAPHAR,NOZINAN 100MG CP PELL B20,NOZINAN HCL 100MG TABCO BL2X10 S3 M60 XD,264980,,
MR,SOMAPHAR,NOZINAN 25MG CP B/20,NOZINAN 25MG TABCO BL2X10 S3 M61 XD,311122,,
MR,SOMAPHAR,OFLOCET 200MG 10CP,OFLOCET 200MG TABCO BL10 SWI M60 XE,305928,,
MR,SOMAPHAR,OFLOCET 200MG/40ML INJ FL1,OFLOCET 200MG/40ML INFLS BT1 M36 H XE,296505,,
MR,SOMAPHAR,OFLOCET GTTES AUR. 20 UNIDOSES,OFLOCET 1.5MG/+ SOL UNIX20 S4 M36 XD,662889,,
MR,SOMAPHAR,OMIZEC 20MG GEL BL4x7,OMIZEC 20MG CAPEM BL4X7 M36 EX,476518,,
MR,SOMAPHAR,OMIZEC 40MG INJ PDR VL10,OMIZEC 40MG INJPO VL10 M36 MG,476630,,
MR,SOMAPHAR,ORELOX 100MG 10CP,ORELOX 100MG TABCO BL10 SWI M36 XD,298689,,
MR,SOMAPHAR,ORELOX 200MG 10CP,ORELOX 200MG TABCO BL2X5 M36 XD,374872,,
MR,SOMAPHAR,ORELOX 40MG/5ML GRAN SUSP100ML,ORELOX 40MG/5ML GRAN BT1 SWI M24 XD,298691,,
MR,SOMAPHAR,ORELOX 40MG/5ML GRAN. SUSP50ML,ORELOX 400MG/50ML GRAN BT1 SWI M24 XE,298693,,
MR,SOMAPHAR,OROKEN 40MG PDR BUV VL1,OROKEN 40MG/5ML POWD BT1 S3 M25 XD,252041,,
MR,SOMAPHAR,OROKEN 100MG/5ML  PDR SUSP BUV,OROKEN 100MG/5ML POWD BT1 S3 M25 XD,252039,,
MR,SOMAPHAR,OROKEN 200MG 8CP,OROKEN 200MG TABCO BL8 S3 M25 XD,252040,,
MR,SOMAPHAR,PARAFLAM 400-325MG CP BL1X10,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
MR,SOMAPHAR,PLAVIX 75MG CP PELL B28,PLAVIX 75MG TABCO BL2X14 M36 XE,222428,,
MR,SOMAPHAR,PROFEMIGR 150MG 10CP,PROFEMIGR 150MG TAB BL10 M60 FR,371014,,
MR,SOMAPHAR,PROFENID 50MG GEL24,PROFENID 50MG CAP BL2X12 S4 M36 XD,639608,,
MR,SOMAPHAR,PROFENID 100MG CP BL2x15,PROFENID 100MG TABCO BL2X15 S3 M61 XE,249438,,
MR,SOMAPHAR,PROFENID 100MG INJ AMP/2,PROFENID 100MG/2ML INJ AM2 S3 M36 XE,368552,,
MR,SOMAPHAR,PROFENID 100MG INJ IV FL/50,PROFENID 100MG INJPO VL50 H FR,172136,,
MR,SOMAPHAR,PROFENID 100MG SUPPO/12,PROFENID 100MG SUP BL2X6 S3 XE,354950,,
MR,SOMAPHAR,PROFENID 1MG/ML SP150ML,PROFENID 150MG/+ SYR BT1 X EX,663992,,
MR,SOMAPHAR,PROFENID 1.5/60 GEL TUBE 1,PROFENID 1.5G/60G GEL TB1 M36 XE,263269,,
MR,SOMAPHAR,PROFENID LP 200MG CP14,PROFENID SR 200MG TABEC BL14 S3 M37 XE,249439,,
MR,SOMAPHAR,PROXACIN 500MG CP10,PROXACIN 500MG TABCO BL10 M36 EX,476716,,
MR,SOMAPHAR,PYOSTACINE 500MG CP16,PYOSTACINE 500MG TABCO BL2X8 NF M48 XD,571696,,
MR,SOMAPHAR,QUINIMAX 250MG/2ML INJ AMP/3,QUINIMAX 250MG/2ML INJ AM25 X EX,663995,,
MR,SOMAPHAR,QUINIMAX 250MG/2ML INJ AMP/25,QUINIMAX 250MG/2ML INJ AM25 X EX,663995,,
MR,SOMAPHAR,QUINIMAX 500MG/4ML INJ AMP/3,QUINIMAX 500MG/4ML INJ AM3 X EX,663998,,
MR,SOMAPHAR,QUINIMAX 500MG/4ML INJ AMP/25,QUINIMAX 500MG/4ML INJ AM25 X EX,663996,,
MR,SOMAPHAR,QUINIMAX 125MG CP18,QUINIMAX 125MG TABCO BT18 M36 XE,187750,,
MR,SOMAPHAR,QUINIMAX 500MG CP9,QUINIMAX 500MG TABCO BT9 M36 XE,187747,,
MR,SOMAPHAR,RHINACARE ADULT 100ML SPRAY NA,RHINACARE EAU PHYSIO 100ML NASSP BT1 XD,441208,,
MR,SOMAPHAR,RHINACARE EAU PHYSIO 5ML X 20D,RHINACARE EAU PHYSIO 5ML LIQ UNIX20 XD,443299,,
MR,SOMAPHAR,RHINATHIOL2% ENFT SP FL/125ML,RHINATHIOL 2.5G/125ML SYR BT1 SAF M36 XM,479387,,
MR,SOMAPHAR,RHINATHIOL AD 5% SP FL/125ML,RHINATHIOL 6.25G/+ SYR BT1 S3 M36 XE,479530,,
MR,SOMAPHAR,RHINATHIOL PROMETH SP/125ML,RHINATHIOL PMZ 2.5G/+ SYR BT1 SAF M24 XD,323473,,
MR,SOMAPHAR,RHINATHIOL 5% AD SS SP 200ML,RHINATHIOL 10G/200ML SOL BT1 M24 XM,477825,,
MR,SOMAPHAR,RHINATHIOL AD 5%  SP FL/300ML,RHINATHIOL 15G/300ML SYR BT1 S3 M37 XM,323470,,
MR,SOMAPHAR,RISORDAN 20MG CP60,RISORDAN 20MG TABCO BL3X20 M36 FR,355560,,
MR,SOMAPHAR,RISORDAN 10MG 50 AMP,RISORDAN 10MG/10ML INJ AM50 H FR,68141,,
MR,SOMAPHAR,RODOGYL 750000IU CP BL2x10,RODOGYL 750KIU+ TABCO BL2X10 S3 M36 XD,408003,,
MR,SOMAPHAR,ROVAMYCINE 1,,,,
MR,SOMAPHAR,ROVAMYCINE 3MUI  CP10,ROVAMYCINE 3MIU TABCO BL10 M24 XD,624774,,
MR,SOMAPHAR,RULID 150MG AD CP10,RULID 150MG TABCO BL10 SWI M36 XD,298698,,
MR,SOMAPHAR,SECTRAL 200MG TABCO BL3X10 S3 XE,SECTRAL 200MG TABCO BL3X10 S3 XE,361913,,
MR,SOMAPHAR,SECTRAL 400MG TABCO BL3X10 EX,SECTRAL 400MG TABCO BL3X10 EX,223595,,
MR,SOMAPHAR,SOLUPRED 20MG CP EFF B20,SOLUPRED 20MG TAB BT20 SWI M36 XD,298706,,
MR,SOMAPHAR,SOLUPRED 5MG CP EFF 30,SOLUPRED 5MG TAB BT30 SWI M60 XD,298707,,
MR,SOMAPHAR,STILNOX 10MG CP BL2x10,STILNOX 10MG TABCO BL20 S3 M48 XE,213848,,
MR,SOMAPHAR,SURGAM 100MG CP30,SURGAM 100MG TAB BL2X15 SWI M24 XE,298709,,
MR,SOMAPHAR,SURGAM 200MG CP20,SURGAM 200MG TAB BL2X10 SWI M36 XE,298711,,
MR,SOMAPHAR,SURMONTIL 25MG CP50,SURMONTIL 25MG TAB BL5X10 M36 XD,592231,,
MR,SOMAPHAR,TARGOCID 200MG/3ML INJ/1,TARGOCID 200MG/3ML INJPO VLSX1 S3 M36 XE,263980,,
MR,SOMAPHAR,TAVANIC 500MG  INJ FL100ML,TAVANIC 500MG/+ INFLS VL1 M36 H FR,39171,,
MR,SOMAPHAR,TAVANIC 500MG CP5,TAVANIC 500MG TABCO BL5 SWI M60 XE,310637,,
MR,SOMAPHAR,TAXOTERE 20MG/1ML INJ FL1,TAXOTERE 20MG/1ML INJ VL1 M24 XE,413689,,
MR,SOMAPHAR,TAXOTERE 80MG INJ FL1,TAXOTERE 80MG/4ML INJ VL1 M24 XD,414074,,
MR,SOMAPHAR,TELFAST 180MG CP15,TELFAST 180MG TABCO BL15 S4 M36 XE,655846,,
MR,SOMAPHAR,THIOBACTIN 250MG/5ML SUS F60ML,THIOBACTIN 3G/60ML SUSP BT1 EX,671637,,
MR,SOMAPHAR,THIOBACTIN 250 16CP,THIOBACTIN 3G/60ML SUSP BT1 EX,671637,,
MR,SOMAPHAR,THIOBACTIN 500MG CP24,THIOBACTIN 500MG TAB BL24 EX,671639,,
MR,SOMAPHAR,TIAPRIDAL 100MG 20CP,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
MR,SOMAPHAR,TILDIEM 60MG CP30,TILDIEM 60MG TAB BL2X15 S3 M36 XD,242086,,
MR,SOMAPHAR,TOPLEXIL SIROP FL150ML,TOPLEXIL 33MG/+ SYR BT1 S3 M37 XE,269069,,
MR,SOMAPHAR,TRANXENE 10MG GEL BL3x10,TRANXENE 10MG CAP BL3X10 M36 XE,489540,,
MR,SOMAPHAR,TRANXENE 5MG GEL BL3x10,TRANXENE 5MG CAP BL3X10 M36 XE,489541,,
MR,SOMAPHAR,TRIATEC 1.25MG CP30,TRIATEC 1.25MG TAB BL3X10 FR,516143,,
MR,SOMAPHAR,TRIATEC 2.5MG CP30,TRIATEC 2.5MG TAB BL2X15 FR,592980,,
MR,SOMAPHAR,TRIATEC 5MG CP30,TRIATEC 5MG TAB BL2X15 FR,592989,,
MR,SOMAPHAR,TRIATEC 10MG CP30,TRIATEC 10MG TAB BL2X15 FR,592979,,
MR,SOMAPHAR,TRITAZIDE 5-12.5MG CP28,TRITAZIDE 5-12.5MG TAB BL2X14 S3 M36 XD,282348,,
MR,SOMAPHAR,TRITAZIDE 10-12.5MG CP28,TRITAZIDE 10-12.5MG TAB BL2X14 S3 M36 XD,282345,,
MR,SOMAPHAR,TRITAZIDE 5-25MG CP28,TRITAZIDE 5-25MG TAB BL2X14 S3 M36 XE,209742,,
MR,SOMAPHAR,TRITAZIDE 10-25MG CP28,TRITAZIDE 10-25MG TAB BL2X14 S3 M36 XD,282319,,
MR,SOMAPHAR,ULCAR 1G  SUSP BUV SACH/30,ULCAR 1G/5ML SUSP SC30 S3 M48 XD,168279,,
MR,SOMAPHAR,XATRAL 2,,,,
MR,SOMAPHAR,XATRAL LP 10MG CP30,XATRAL 10MG TABCR BL30 M36 XD,545747,,
MR,SOMAPHAR,XATRAL LP 5MG CP56,XATRAL 5MG TABCR BL4X14 S3 M36 XD,223652,,
MR,SOMAPHAR,ZEBEN 100MG/5ML SUSP FL/20ML,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
MR,SOMAPHAR,ZEBEN 400MG CP1,ZEBEN 400MG TAB BL1 M48 EX,476947,,
MR,SOMAPHAR,ZEBEN 400MG/20ML SUSP,ZEBEN 400MG/20ML SUSP BT1 M36 EX,476960,,
MR,SOMAPHAR,ZEBEN 400MG CP B/100,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
MR,SOMAPHAR,ZOXON 1000MG PDR INJ B/100,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
MR,SOMAPHAR,BRONKIREX 2G 1SRP  EX,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
MR,SOMAPHAR,BRONKIREX 5G 1SRP  EX,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
MR,SOMAPHAR,CLAFORAN 1G INJPO IV VL+S1 S3 XE,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
MR,SOMAPHAR,DICOFEN 50MG CP B/100,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
MR,SOMAPHAR,INSUMAN COMB25 500IU/5ML INJ B/01,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
MR,SOMAPHAR,LASIX 20MG INJ 5AMP 2ML,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
MR,SOMAPHAR,METHOTREXATE 2.5MG   1FL 20CPR,METHOTREXATE 2.5MG TABCO BT20 M36 FR,355496,,
MR,SOMAPHAR,MONO-TILDIEM LP300 GELU B28 (MVI),AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
MR,SOMAPHAR,NAPROSYNE 1G TAB BL2X4 MA,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
MR,SOMAPHAR,NASACORT AQ 55MCG/PU+ SPRA BTX1 M24 XW,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
MR,SOMAPHAR,PALUJECT 400MG 6 AMP SN,ZEBEN 400MG/20ML SUSP BT1 M36 EX,476960,,
MR,SOMAPHAR,PALUJECT 400MG 72 AMP EX,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
MR,SOMAPHAR,PARACETAMOL 500MG 1000TAB  EX,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
MR,SOMAPHAR,PARACETAMOL 500MG 20TAB EX,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
MR,SOMAPHAR,PAREGORIQUE 10MG 1000CP  SN,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
MR,SOMAPHAR,PRIMPERAN 200ML SS CYC,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
MR,SOMAPHAR,SOLUPRED  5MG  30 CPR ORODISPERS.,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
MR,SOMAPHAR,SOLUPRED 20MG  20CPR ORODISPERS.,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
MR,SOMAPHAR,YOHIMBINE 2MG TAB BL2X25 M36 XW,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
NE,LABOREX,ALLSTAR PEN1,ALLSTAR MEDSUP MEDSU PEN1 MAU XE,516219,,
NE,LABOREX,AMAREL 1 MG 30CP,AMAREL 1MG TAB BL2X15 M36 XE,268012,,
NE,LABOREX,AMAREL 2MG 30CP,AMAREL 2MG TAB BL2X15 M36 XE,268013,,
NE,LABOREX,AMAREL 3 MG 30CP,AMAREL 3MG TAB BL2X15 M36 XE,268014,,
NE,LABOREX,AMAREL 4 MG 30CP,AMAREL 4MG TAB BL2X15 M36 XD,268015,,
NE,LABOREX,AMARYL M 2MG/500MG CP30,AMARYL MIR 2-500MG TABCO BL3X10 XE,307013,,
NE,LABOREX,AMARYL M SR 2MG/500MG 30CP,AMARYL MSR 2-500MG TABCO BL3X10 M24 XE,321233,,
NE,LABOREX,AMEDIN 10MG TAB 2x14CP,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
NE,LABOREX,AMITRON 250MG/5ML PDR SUSP60ML,AMITRON 3G/60ML POWD BT1 M36 EX,475982,,
NE,LABOREX,AMITRON 500MG GEL12,AMITRON 500MG CAPEM BL12 M36 EX,475871,,
NE,LABOREX,AMITRON 500MG GEL50x10,AMITRON 500MG CAPEM BL50X10 M36 EX,475875,,
NE,LABOREX,APIDRA SOLOSTAR 300IU STYL/5,LANTUS 300IU/3ML INJ SOLO5 M36 XD,684820,,
NE,LABOREX,APROVASC 150-10MG BL4X7CP,APROVASC 150-10MG TAB BL4X7 M36 XD,539185,,
NE,LABOREX,APROVASC 150-5MG BL4X7CP,APROVASC 150-5MG TAB BL4X7 M36 XD,539183,,
NE,LABOREX,APROVASC 300-10MG BL4X7CP,APROVASC 300-10MG TAB BL4X7 M36 XD,539181,,
NE,LABOREX,APROVASC 300-5MG BL4X7CP,APROVASC 300-5MG TAB BL4X7 M36 XD,539182,,
NE,LABOREX,APROVEL 150 MG BL2x14CP,APROVEL 150MG TABCO BL2X14 RM M36 XE,196680,,
NE,LABOREX,APROVEL 300 MG BL2x14CP,APROVEL 300MG TABCO BL2X14 RM M36 XE,196681,,
NE,LABOREX,CO-APROVEL 150/12,,,,
NE,LABOREX,CO-APROVEL 300/12,,,,
NE,LABOREX,ARTANE 2MG CP50,ARTANE 2MG TAB BL2X25 FR,663419,,
NE,LABOREX,ASPEGIC 100MG PDR SACH/20,ASPEGIC 100MG POWD SC20 SAF M24 XD,281498,,
NE,LABOREX,ASPEGIC 250MG PDR SACH/20,ASPEGIC 250MG POWD SC20 SAF M24 XD,281499,,
NE,LABOREX,ASPEGIC 500MG PDR SACH/20,ASPEGIC 500MG POWD SC20 SAF M30 XD,281500,,
NE,LABOREX,ASPEGIC AD 1G PDR SACH/20,ASPEGIC 1G POWD SC20 SAF M30 XD,298801,,
NE,LABOREX,ATURGYL 0.05% SPRAY NAS FL15ML,ATURGYL 7.5MG/15ML NASSP IN1 M24 XE,354883,,
NE,LABOREX,BIOFERON 8G/200ML  SP,BIOFERON 8G/+ SYR BT1 M30 EX,475994,,
NE,LABOREX,BIOFERON GEL BL3x10,BIOFERON 305MG+ CAPEM BL3X10 M30 EX,475991,,
NE,LABOREX,BIPROFENID LP 100MG CP BL2x10,BIPROFENID 100MG TAB BL2X10 S3 M24 XD,346667,,
NE,LABOREX,BISOLVON 8MG CP20,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
NE,LABOREX,BIOZOLE 2.5G/100ML  SP,BIOZOLE 2.5G/100ML SYR BT1 M36 EX,476949,,
NE,LABOREX,BRUMED 200MG CP BL10x10,BRUMED 200MG TABSC BL10X10 M24 EX,476938,,
NE,LABOREX,BRUMED 2G/100ML SP,BRUMED 2G/100ML SYR BT1 M36 EX,476959,,
NE,LABOREX,BRUMED 400MG CP BL10x10,BRUMED 400MG TABSC BL10X10 M36 EX,476936,,
NE,LABOREX,BUSCOPAN  20MG 1ML AMP B5,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
NE,LABOREX,BUSCOPAN 10MG CP BL5X10,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
NE,LABOREX,BUSCOPAN PLUS 10-500MG CP BL50,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
NE,LABOREX,CLOMID 50MG CP10,CLOMID 50MG TAB BL10 NDSI M36 XE,551042,,
NE,LABOREX,CLOMID 50MG CP5,CLOMID 50MG TAB BL5 NDSI M36 XE,551043,,
NE,LABOREX,COLTRAMYL 4MG CP12,COLTRAMYL 4MG TAB BL12 PAP M36 EX,668290,,
NE,LABOREX,CORDARONE 200MG CP30,CORDARONE 200MG TAB BL2X15 M36 XD,554510,,
NE,LABOREX,CORTANCYL 20MG CP20,CORTANCYL 20MG TAB BL2X10 SWI M36 XE,323487,,
NE,LABOREX,CORTANCYL 5MG CP30,CORTANCYL 5MG TAB BL30 SWI M36 XE,298682,,
NE,LABOREX,CORVASAL 2MG CP30,CORVASAL 2MG TAB BL2X15 S3 M36 XD,320343,,
NE,LABOREX,CORVASAL 4MG CP30,CORVASAL 4MG TAB BL2X15 S3 M24 XD,320344,,
NE,LABOREX,DAONIL 5MG CP100,DAONIL 5MG TAB BL10X10 SWI M24 XE,305481,,
NE,LABOREX,DAONIL 5MG CP20,DAONIL 5MG TAB BL20 SWI M24 XE,305479,,
NE,LABOREX,HEMI-DAONIL 2.5MG CP60,HEMI-DAONIL 2.5MG TAB BL3X20 SWI M24 XE,285368,,
NE,LABOREX,DEPAKINE 200MG CP40,DEPAKINE 200MG TABEC TB40 ICRA M36 X1,624625,,
NE,LABOREX,DEPAKINE 500MG CP B40,DEPAKINE 500MG TABEC TB40 M36 XD,630763,,
NE,LABOREX,DEPAKINE 200MG/ML SOL BUV40ML,DEPAKINE 8G/40ML SOL BT1 ICRA M36 XD,625767,,
NE,LABOREX,DEPAKINE 57.64MG/ML SP150ML,DEPAKINE 8.65G/+ SYR BT1 ICRA M36 XD,625765,,
NE,LABOREX,DEPAKINE CHRONO 500MG CP30,DEPAK CHRO500 333-145MG TABCR TB30 XD,630791,,
NE,LABOREX,DETURGYLONE  SPRAY NAS 10ML,DETURGYLONE 17.8MG/+ NASSP IN1 S4 M36 XE,487907,,
NE,LABOREX,DITROPAN 5MG CP60,DITROPAN 5MG TAB BL2X30 M36 XD,240939,,
NE,LABOREX,DOGMATIL 200MG 12CPR,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
NE,LABOREX,DOGMATIL 50MG GEL30,DOGMATIL 50MG CAP BL30 M36 XE,611732,,
NE,LABOREX,CODOLIPRANE 400-20MG CP BL2x8,CODOLIPRANE 400-20MG TAB BL2X8 NDSI XD,628074,,
NE,LABOREX,DOLIPRANE 500MG CP16,DOLIPRANETABS 500MG TAB BL2X8 X EX,663983,,
NE,LABOREX,DOLIPRANE 1000MG  CP BL2x4,DOLIPRANETABS 1G TAB BL2X4 EX,663982,,
NE,LABOREX,DOLIPRANE 1000MG AD SUPP B/8,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
NE,LABOREX,DOLIPRANE 500MG CP EFF 2T8,DOLIPRANE 500MG TABEF TB2X8 NDSI M36 XD,624479,,
NE,LABOREX,DOLIPRANE 1000MG CP EFF TB8,DOLIPRANE 1G TABEF TB8 NDSI M36 XD,624480,,
NE,LABOREX,DOLIPRANE 100MG SACH/12,DOLIPRANE 100MG POWD SC12 NDSI XD,627331,,
NE,LABOREX,DOLIPRANE 150MG SACH/12,DOLIPRANE 150MG POWD SC12 NDSI XD,627332,,
NE,LABOREX,DOLIPRANE 200MG SACH/12,DOLIPRANE 200MG POWD SC12 NDSI XD,627314,,
NE,LABOREX,DOLIPRANE 300MG SACH/12,DOLIPRANE 300MG POWD SC12 NDSI XD,626997,,
NE,LABOREX,DOLIPRANE 500MG SACH/12,DOLIPRANE 500MG POWD SC12 NDSI M24 XD,627330,,
NE,LABOREX,DOLIPRANE 1000MG SACH/8,DOLIPRANE 100MG POWD SC12 NDSI XD,627331,,
NE,LABOREX,DOLIPRANE 100MG SUPPO/10,DOLIPRANE 100MG SUP BL2X5 NDSI M36 XD,627329,,
NE,LABOREX,DOLIPRANE 150MG SUPPO/10,DOLIPRANE 150MG SUP BL2X5 NDSI M36 XD,627328,,
NE,LABOREX,DOLIPRANE 200MG SUPPO/10,DOLIPRANE 200MG SUP BL2X5 NDSI M36 XD,627327,,
NE,LABOREX,DOLIPRANE 300MG SUPPO/10,DOLIPRANE 300MG SUP BL2X5 NDSI M36 XD,627326,,
NE,LABOREX,DOLIPRANE 2.4%  SP60ML,DOLIPRANE 1.44G/60ML SYR BT1 M24 X EX,663981,,
NE,LABOREX,DOLIPRANE 2.4%  SP90ML,DOLIPRANE 2.16G/90ML SYR BT1 X EX,663988,,
NE,LABOREX,DOLIPRANE VITC 500/150  EFFB16,DOLIPRANE VIT C 500-150MG TABEF TB16 XD,626630,,
NE,LABOREX,DOLIPREX 500/250/30MG SACH8,DOLIPREX 500MG+ POWD SC8 EX,324267,,
NE,LABOREX,DOLIRHUME 500/30MG CP BL2x8,DOLIRHUME 500-30MG TAB BL2X8 NDSI M36 XD,627160,,
NE,LABOREX,DULCOLAX 5MG CP BL3X10,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
NE,LABOREX,DYMOL 50-500MG CP10,DYMOL 50-500MG TABEC BL10 M36 MG,476664,,
NE,LABOREX,ENTEROGERMINA 2M5ML SUSP BU/10,ENTEROGERMINA 2BCFU/5ML SUSP BT10 S3 XD,528888,,
NE,LABOREX,ERCEFURYL 200MG GEL BL2x14,ERCEFURYL 200MG CAP BL2X14 SAF M60 XE,592593,,
NE,LABOREX,ERCEFURYL 4% FL90ML,ERCEFURYL 3.6G/90ML SOL BT1 S2 EX,671538,,
NE,LABOREX,ESSENTIALE 300MG GEL50,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
NE,LABOREX,EXACYL 1G/10ML  AMP BUV 10MLX5,EXACYL 1G/10ML SOL AM5 S3 M60 XE,224938,,
NE,LABOREX,EXACYL 500MG CP20,EXACYL 500MG TAB BL20 S3 XE,541078,,
NE,LABOREX,FLAGENTYL 500MG CP4,FLAGENTYL 500MG TABCO BL4 XE,664047,,
NE,LABOREX,FLAGYL 0,,,,
NE,LABOREX,FLAGYL 125MG/5ML SUSP FL120ML,FLAGYL 125MG/5ML SUSP BT1 S3 M24 XD,354890,,
NE,LABOREX,FLAGYL 250MG CP20,FLAGYL 250MG TAB BL2X10 X EX,663984,,
NE,LABOREX,FLAGYL 500MG CP14,FLAGYL 500MG TAB BL14 X EX,663985,,
NE,LABOREX,FLAGYL 500MG OVULES/10,FLAGYL 500MG PESSA BL2X5 S3 M36 XD,342280,,
NE,LABOREX,FLEMING 500/62.5 PDR SUSP60ML,FLEMING 6G/+ POWD BT1 M24 EX,476954,,
NE,LABOREX,FLEMING 500-62.5MG CP BL2X8,FLEMING 500-62.5MG TABCO BL2X8 M24 EX,476957,,
NE,LABOREX,FLEMING 1G-125MG COMP BL2X8,FLEMING 1G-125MG TABCO BL2X8 M24 EX,476956,,
NE,LABOREX,FLEMING 250/31.25MG P SUSP60ML,FLEMING 3G/+ POWD BT1 M24 EX,476955,,
NE,LABOREX,FLEMING 1000+200MG INJ FL/5,FLEMING 1G-200MG INJPO VL5 M24 EX,476963,,
NE,LABOREX,FLEMING 2.5G INJ/1,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
NE,LABOREX,FLEMING 228.5MG PDR SUPS F70ML,AMEDIN 10MG TAB BL2X14 M36 MG,475652,,
NE,LABOREX,FLEMING 3G/60ML+ INJPO BTX1 M24 EX,FLEMING 3G/+ POWD BT1 M24 EX,476955,,
NE,LABOREX,FLEMING 500-125MG CP BL2X7,FLEMING 500-125MG TABCO BL2X7 M24 EX,477015,,
NE,LABOREX,FLEMING 6G/60ML+ INJPO BTX1 M24 EX,FLEMING 6G/+ POWD BT1 M24 EX,476954,,
NE,LABOREX,GARDENAL 40MG LYO VL1,GARDENAL 40MG SUBLY VLSX1 SWI M36 XD,297260,,
NE,LABOREX,GARDENAL 50MG CP30,GARDENAL 50MG TAB BL3X10 X EX,663987,,
