mercafa_gmid;movement_code;quantity;Disount;Customer;Country;Distributor
9905604;SG;;1036;EMPROFAC, SARL;CV;MERCAFAR
5490578;SG;;250;EMPROFAC, SARL;CV;MERCAFAR
9434126;SN;90;;AUSTRALPHARMA-SOC.COM.DIST.PR.FARM.,SARL;AO;MERCAFAR
8113837;SN;150;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
5490578;SN;100;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
9412809;SN;13;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
8113837;SN;240;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
2851889;SN;10;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
5064571;SN;350;;SOCIFARMA-SOC.FARM.ANGOLANA,S.A.;AO;MERCAFAR
5251780;SN;250;;PORT FARMACEUTICAL, LDA.;AO;MERCAFAR
2850881;SN;100;;PORT FARMACEUTICAL, LDA.;AO;MERCAFAR
2850386;SN;300;;PORT FARMACEUTICAL, LDA.;AO;MERCAFAR
5064571;SN;300;;PORT FARMACEUTICAL, LDA.;AO;MERCAFAR
3885985;SN;228;;PORT FARMACEUTICAL, LDA.;AO;MERCAFAR
2842185;SN;94;;PORT FARMACEUTICAL, LDA.;AO;MERCAFAR
2308781;SN;100;;PORT FARMACEUTICAL, LDA.;AO;MERCAFAR
2841989;SN;100;;PORT FARMACEUTICAL, LDA.;AO;MERCAFAR
5169602;SN;400;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
8113704;SN;250;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
8113837;SN;400;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
5413240;SN;350;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
4600284;SN;300;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
2553485;SG;;72,6;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5354063;SN;83;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2553485;SG;;102,85;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
2733285;SG;;9750;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
4974986;HN;;-1934,4;BIAL PORTELA & COMPANHIA, S.A;AO;MERCAFAR
2553188;HN;;-14,16;BIAL PORTELA & COMPANHIA, S.A;AO;MERCAFAR
2553485;SN;111;;BIAL PORTELA & COMPANHIA, S.A;AO;MERCAFAR
5064431;SN;170;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5251780;SN;248;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2553485;SG;;102,85;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5354063;SN;134;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2841781;SN;418;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2553485;SG;;102,85;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2733285;SG;;6974,5;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5064571;SN;690;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5354105;SN;190;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5354055;SN;154;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5064571;SN;500;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5064431;SN;174;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5251780;SN;300;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5064571;SN;267;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
3271780;SN;75;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5064571;SN;339;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5354105;SN;190;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5354055;SN;154;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5354105;SN;190;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5354055;SN;154;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5251780;SN;237;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5354063;SN;134;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5064571;SN;750;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2842185;SN;3;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2308781;SN;444;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2841781;SN;934;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2841989;SN;300;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2553485;SG;;102,85;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2553485;SG;;102,85;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2553485;SG;;102,85;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5354063;SN;94;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2850881;SN;134;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5354105;SN;167;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5354055;SN;167;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2850386;SN;150;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5064571;SN;634;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2842185;SN;200;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2308781;SN;584;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2841781;SN;675;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2841989;SN;300;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2850881;SN;134;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5354105;SN;167;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5354055;SN;167;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2850386;SN;150;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2842185;SN;200;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2308781;SN;584;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2841989;SN;300;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2850881;SN;134;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5354105;SN;167;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5354055;SN;167;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2850386;SN;150;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2842185;SN;200;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2308781;SN;584;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2841989;SN;300;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5251582;SN;123;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
8520809;SN;1207;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
8520825;SN;1000;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5169578;SN;28;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5169602;SN;210;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
9729400;SN;109;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
4590287;SN;21;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
9241307;SN;1286;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
4580684;SN;63;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5354105;SN;450;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2851889;SN;450;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
8113704;SN;346;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
8113845;SN;175;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
8113837;SN;34;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2046688;SN;73;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2529782;SN;108;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2046787;SN;50;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2308781;SN;500;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2841989;SN;35;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5490578;SN;800;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
9138230;SN;563;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
9138222;SN;1140;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5594452;SN;1588;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5593108;SN;67;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
8250704;SN;350;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
8193417;SN;68;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
8193516;SN;1;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
8768812;SN;230;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
4600284;SN;974;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2851889;SN;140;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2308781;SN;400;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2841989;SN;400;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5490578;SN;100;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
9138230;SN;25;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
8193417;SN;25;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
8193516;SN;1;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5354105;SN;190;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5354105;SN;167;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2842185;SN;12;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2308781;SN;584;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2841989;SN;300;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5064571;SN;361;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5064571;SN;700;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
3271780;SN;317;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5064571;SN;500;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
3885985;SN;200;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5354063;SN;12;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5064571;SN;116;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
3885985;SN;167;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
3271780;SN;24;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5064571;SN;723;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
3885985;SN;167;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5354055;SN;35;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
3885985;SN;33;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5064571;SN;500;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5354105;SN;167;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5064571;SN;750;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
3885985;SN;167;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
5064571;SN;250;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
3271780;SN;222;;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2553188;SG;;84,15;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
2733285;SG;;975;BIOLS-PHARMACEUTICALS, UNIP., LDA.;AO;MERCAFAR
8287607;SG;;52,7;EMPROFAC, SARL;CV;MERCAFAR
9434126;SG;;157,62;EMPROFAC, SARL;CV;MERCAFAR
8181602;SG;;4,2;EMPROFAC, SARL;CV;MERCAFAR
5064571;SG;;3547;EMPROFAC, SARL;CV;MERCAFAR
9434126;SG;;259,74;EMPROFAC, SARL;CV;MERCAFAR
9434126;SG;;444;EMPROFAC, SARL;CV;MERCAFAR
5490578;SG;;185;EMPROFAC, SARL;CV;MERCAFAR
4600284;SN;300;;EMPROFAC, SARL;CV;MERCAFAR
8181602;SG;;50,4;EMPROFAC, SARL;CV;MERCAFAR
9434126;SN;600;;GIANT BRIGHTNESS, LDA;AO;MERCAFAR
5594452;SN;500;;GIANT BRIGHTNESS, LDA;AO;MERCAFAR
5064431;HN;;-2201;NBC MEDICAL, LDA.;AO;MERCAFAR
5251780;HN;;-2182;NBC MEDICAL, LDA.;AO;MERCAFAR
2850881;HN;;-3580;NBC MEDICAL, LDA.;AO;MERCAFAR
5354105;HN;;-3796;NBC MEDICAL, LDA.;AO;MERCAFAR
5354055;HN;;-10386;NBC MEDICAL, LDA.;AO;MERCAFAR
2850386;HN;;-10386;NBC MEDICAL, LDA.;AO;MERCAFAR
5842497;HN;;-564;NBC MEDICAL, LDA.;AO;MERCAFAR
5842398;HN;;-1105;NBC MEDICAL, LDA.;AO;MERCAFAR
4600284;HN;;-686;NBC MEDICAL, LDA.;AO;MERCAFAR
4600284;SN;150;;NBC MEDICAL, LDA.;AO;MERCAFAR
5064431;SN;100;;NBC MEDICAL, LDA.;AO;MERCAFAR
5251780;SN;100;;NBC MEDICAL, LDA.;AO;MERCAFAR
2850881;SN;200;;NBC MEDICAL, LDA.;AO;MERCAFAR
5354105;SN;200;;NBC MEDICAL, LDA.;AO;MERCAFAR
5354055;SN;600;;NBC MEDICAL, LDA.;AO;MERCAFAR
2850386;SN;600;;NBC MEDICAL, LDA.;AO;MERCAFAR
5842497;SN;200;;NBC MEDICAL, LDA.;AO;MERCAFAR
5842398;SN;500;;NBC MEDICAL, LDA.;AO;MERCAFAR
4600284;SN;175;;NBC MEDICAL, LDA.;AO;MERCAFAR
2850881;SN;91;;NBC MEDICAL, LDA.;AO;MERCAFAR
5354105;SN;500;;NBC MEDICAL, LDA.;AO;MERCAFAR
5354055;SN;142;;NBC MEDICAL, LDA.;AO;MERCAFAR
2850386;SN;298;;NBC MEDICAL, LDA.;AO;MERCAFAR
2842185;SN;250;;NBC MEDICAL, LDA.;AO;MERCAFAR
5842497;SN;299;;NBC MEDICAL, LDA.;AO;MERCAFAR
5842398;SN;294;;NBC MEDICAL, LDA.;AO;MERCAFAR
4600284;SN;150;;NBC MEDICAL, LDA.;AO;MERCAFAR
2308781;SN;80;;NBC MEDICAL, LDA.;AO;MERCAFAR
2841989;SN;300;;NBC MEDICAL, LDA.;AO;MERCAFAR
9412908;SN;2400;;ODISSEIAMARGEM, P. F. - UNIP. LDA.;AO;MERCAFAR
5064431;SG;;4754,16;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5064431;SG;;1540,7;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5064431;SG;;2201;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
5251780;SG;;1680,14;BIOLS-PHARMACEUTICALS, UNIP., LDA.;GW;MERCAFAR
9224931;SN;200;;ECOFARMA;AO;MERCAFAR
3080983;SN;250;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
2805984;SN;150;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
2806289;SN;300;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
2829091;SN;250;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
9224931;SN;350;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
9138222;SN;500;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
2829091;SN;200;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
9224931;SN;400;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
8181602;SN;240;;FARMAKA - DISTRIBUIDORA FARMACEUTICA LDA.;AO;MERCAFAR
9138222;SN;30;;LIFEWAY, LDA.;AO;MERCAFAR
9662502;SN;20;;LIFEWAY, LDA.;AO;MERCAFAR
8181602;SN;10;;LIFEWAY, LDA.;AO;MERCAFAR
5594452;SN;25;;LIFEWAY, LDA.;AO;MERCAFAR
2850386;SN;100;;MEDIAFARMACO, LDA;AO;MERCAFAR
5064571;SN;100;;MEDIAFARMACO, LDA;AO;MERCAFAR
2850386;SN;452;;NBC MEDICAL, LDA.;AO;MERCAFAR
2595189;SN;100;;PORT FARMACEUTICAL, LDA.;AO;MERCAFAR
