country,product_gmid,unified_price,resale_price,tender_price,supply_price,Product Promotion
GA,414074,106.4,200, -     ,190,N
GA,671637,2.97,3.16, -     ,3.002,P
GA,671639,6.17,6.49, -     ,6.1655,P
GA,269069,1.82,1.97, -     ,1.8715,N
GA,489540,1.54,1.62, -     ,1.539,N
GA,489541,0.93,0.98, -     ,0.931,N
GA,666655,13.3,14, -     ,13.3,P
GA,679231,6.65,7, -     ,6.65,P
GA,666654,8.08,8.5, -     ,8.075,P
GA,666653,11.64,12.25, -     ,11.6375,P
GA,646799,5.38,5.7, -     ,5.415,N
GA,627667,6.18,6.5, -     ,6.175,P
GA,627060,6.65,7, -     ,6.65,P
GA,627061,3.81,4, -     ,3.8,P
GA,627062,5.72,6, -     ,5.7,P
GA,168279,5.38,5.7, -     ,5.415,N
GA,612011,17.79,18.63, -     ,17.6985,N
GA,545747,18.42,18.38, -     ,17.461,N
GA,476947,0.46,0.5, -     ,0.475,P
GA,624773,5.45,5.74, -     ,5.453,N
GA,646872,5.28,4.5, -     ,4.275,N
GA,635403,2.68,3.02, -     ,2.869,N
GA,662889,3.91,4.12, -     ,3.914,P
GA,663983,0.82,0.86, -     ,0.817,N
GA,663984,1.88,1.94, -     ,1.843,P
GA,663985,1.53,1.68, -     ,1.596,P
GA,663986,1.15,1.26, -     ,1.197,N
GA,663987,0.7,0.77, -     ,0.7315,N
GA,663981,0.86,0.91, -     ,0.8645,N
GA,663996,15.93,17.51, -     ,16.6345,P
GA,663995,9.87,9.99, -     ,9.4905,P
GA,663998,2.43,2.63, -     ,2.4985,P
GA,297260,5.28,4.5, -     ,4.275,N
GA,663992,2.02,1.96, -     ,1.862,P
GA,476714,0.55,0.6, -     ,0.57,N
GA,635403,2.68,3.02, -     ,2.869,N
GM,554523,7.4,4.8, -     ,4.56,N
GM,664051,2.37,3.27, -     ,3.1065,N
GM,632425,4.53,4.5, -     ,4.275,N
GM,698117,3.09,3.5, -     ,3.325,N
GM,671609,2.61,2.92, -     ,2.774,N
GM,624775,3.52,3.7, -     ,3.515,N
GM,694156,12.35,10.2, -     ,9.69,N
GM,663994,1.61,1.69, -     ,1.6055,N
GM,646799,5.38,5.7, -     ,5.415,N
GM,476947,0.46,0.5, -     ,0.475,N
GM,268012,2.91,3.06, -     ,2.907,N
GM,268013,4.36,4.59, -     ,4.3605,N
GM,268014,5.7,6, -     ,5.7,N
GM,268015,9.2,9.7, -     ,9.215,N
GM,307013,5.22,4.76, -     ,4.522,N
GM,321233,4.77,4.94, -     ,4.693,N
GM,475982,0.76,0.8, -     ,0.76,N
GM,475871,0.95,1, -     ,0.95,N
GM,539185,13.29,14, -     ,13.3,N
GM,539183,12.94,13.7, -     ,13.015,N
GM,539181,14.94,15.53, -     ,14.7535,N
GM,196680,12.75,13.67, -     ,12.9865,N
GM,196681,13.52,14.4, -     ,13.68,N
GM,281498,1.02,1.02, -     ,0.969,N
GM,298801,1.96,2.53, -     ,2.4035,N
GM,281499,1.07,1.07, -     ,1.0165,N
GM,281500,1.31,1.29, -     ,1.2255,N
GM,354883,0.94,0.88, -     ,0.836,N
GM,475991,1.01,1.05, -     ,0.9975,N
GM,679090,1.37,1.5, -     ,1.425,N
GM,636858,2.87,3, -     ,2.85,N
GM,551042,5.46,6.32, -     ,6.004,N
GM,551043,2.71,2.86, -     ,2.717,N
GM,264433,16.34,16, -     ,15.2,N
GM,247831,12.88,13.87, -     ,13.1765,N
GM,247832,14.05,14.4, -     ,13.68,N
GM,628074,1.42,1.35, -     ,1.2825,N
GM,323487,2.28,2.4, -     ,2.28,N
GM,298682,1.3,1.37, -     ,1.3015,N
GM,320343,2.91,3.06, -     ,2.907,N
GM,320344,5.2,6.03, -     ,5.7285,N
GM,305481,5.86,6.05, -     ,5.7475,N
GM,305479,1.39,1.45, -     ,1.3775,N
GM,630791,6.5,7.45, -     ,7.0775,N
GM,624625,2.31,2.39, -     ,2.2705,N
GM,630763,5.83,5.95, -     ,5.6525,N
GM,625765,3.66,3.53, -     ,3.3535,N
GM,625767,3.4,3.27, -     ,3.1065,N
GM,240939,5.04,5.31, -     ,5.0445,N
GM,611732,2.51,2.64, -     ,2.508,N
GM,627331,0.93,0.94, -     ,0.893,N
GM,627329,0.85,0.86, -     ,0.817,N
GM,627332,0.93,0.94, -     ,0.893,N
GM,627328,0.85,0.86, -     ,0.817,N
GM,624480,0.87,0.9, -     ,0.855,N
GM,627314,0.93,0.94, -     ,0.893,N
GM,627327,0.85,0.86, -     ,0.817,N
GM,626997,0.92,0.94, -     ,0.893,N
GM,627326,0.85,0.86, -     ,0.817,N
GM,292037,0.94,1.05, -     ,0.9975,N
GM,626630,1,1.05, -     ,0.9975,N
GM,627330,0.83,0.86, -     ,0.817,N
GM,624479,0.89,0.91, -     ,0.8645,N
GM,626998,1.25,1.22, -     ,1.159,N
GM,627160,1.8,1.72, -     ,1.634,N
GM,407073,394,411.61, -     ,391.0295,N
GM,592593,2.28,2.3, -     ,2.185,N
GM,671538,2.27,2.43, -     ,2.3085,N
GM,541078,3.56,3.88, -     ,3.686,N
GM,67933,53.93,57.17, -     ,54.3115,N
GM,678014,1.73,1.79, -     ,1.7005,N
GM,642941,1.75,1.84, -     ,1.748,N
GM,476956,4.32,4.55, -     ,4.3225,N
GM,476963,6.5,6.25, -     ,5.9375,N
GM,476955,1.76,1.85, -     ,1.7575,N
GM,476957,2.85,3, -     ,2.85,N
GM,665371,1.12,0.74, -     ,0.703,N
GM,285368,2.74,2.87, -     ,2.7265,N
GM,698115,0.81,0.85, -     ,0.8075,N
GM,684820,34.85,36.68, -     ,34.846,N
GM,625681,2.32,1.77, -     ,1.6815,N
GM,518938,0.76,0.48, -     ,0.456,N
GM,311168,1.9,1.98, -     ,1.881,N
GM,293665,2.51,3.06, -     ,2.907,N
GM,306216,4.24,4.47, -     ,4.2465,N
GM,306217,6.11,6.28, -     ,5.966,N
GM,306218,8.12,8.34, -     ,7.923,N
GM,306219,9.34,9.6, -     ,9.12,N
GM,239907,1.31,1.4, -     ,1.33,N
GM,292174,2.31,2.38, -     ,2.261,N
GM,436433,1.49,1.15, -     ,1.0925,N
GM,224948,1.45,1.51, -     ,1.4345,N
GM,214082,1.89,1.93, -     ,1.8335,N
GM,346666,1.81,1.85, -     ,1.7575,N
GM,245296,2.54,2.61, -     ,2.4795,N
GM,355496,3.31,3.48, -     ,3.306,N
GM,592685,2.44,2.04, -     ,1.938,N
GM,592684,1.23,1.02, -     ,0.969,N
GM,289137,4.49,4.93, -     ,4.6835,N
GM,289138,1.02,1.07, -     ,1.0165,N
GM,287552,4.76,4.93, -     ,4.6835,N
GM,287550,1.25,1.3, -     ,1.235,N
GM,287553,2.46,2.6, -     ,2.47,N
GM,609071,1.24,1.08, -     ,1.026,N
GM,671597,1.55,1.41, -     ,1.3395,N
GM,264980,4.65,4.07, -     ,3.8665,N
GM,311122,2.29,1.27, -     ,1.2065,N
GM,298689,6.18,6.49, -     ,6.1655,N
GM,374872,7.1,7.5, -     ,7.125,N
GM,298691,7.4,7.53, -     ,7.1535,N
GM,298693,4.41,4.31, -     ,4.0945,N
GM,628390,6.7,7.1, -     ,6.745,N
GM,628389,6.87,6.71, -     ,6.3745,N
GM,628391,3.34,3.48, -     ,3.306,N
GM,222428,16.83,13.86, -     ,13.167,N
GM,639164,1.85,2.1, -     ,1.995,N
GM,540717,1.35,1.25, -     ,1.1875,N
GM,172136,33.55,35.37, -     ,33.6015,N
GM,639608,1.51,1.71, -     ,1.6245,N
GM,624622,3.85,3.81, -     ,3.6195,N
GM,571696,13,12.52, -     ,11.894,N
GM,187750,2.67,2.81, -     ,2.6695,N
GM,187747,4.11,4.41, -     ,4.1895,N
GM,477825,2.31,2.21, -     ,2.0995,N
GM,479387,1.44,1.52, -     ,1.444,N
GM,479530,1.63,1.67, -     ,1.5865,N
GM,323470,2.6,2.74, -     ,2.603,N
GM,323473,1.23,0.92, -     ,0.874,N
GM,355560,3.14,3.15, -     ,2.9925,N
GM,624773,5.45,5.74, -     ,5.453,N
GM,624774,3.48,3.51, -     ,3.3345,N
GM,298698,6.52,6.86, -     ,6.517,N
GM,636827,2.61,2.32, -     ,2.204,N
GM,298711,3.26,3.43, -     ,3.2585,N
GM,39171,12.35,10.2, -     ,9.69,N
GM,310637,8.78,7.75, -     ,7.3625,N
GM,413689,45.8,35, -     ,33.25,N
GM,414074,106.4,87, -     ,82.65,N
GM,671637,2.97,2.84, -     ,2.698,N
GM,671639,6.17,6.49, -     ,6.1655,N
GM,489540,1.54,1.62, -     ,1.539,N
GM,489541,0.93,0.98, -     ,0.931,N
GM,666655,13.3,14, -     ,13.3,N
GM,679231,6.65,7, -     ,6.65,N
GM,666654,8.08,8.5, -     ,8.075,N
GM,666653,11.64,12.25, -     ,11.6375,N
GM,627667,6.18,6.5, -     ,6.175,N
GM,627060,6.65,7, -     ,6.65,N
GM,627062,5.72,6, -     ,5.7,N
GM,627061,3.81,4, -     ,3.8,N
GM,168279,5.38,5.7, -     ,5.415,N
GM,612011,17.79,18.63, -     ,17.6985,N
GM,545747,18.42,18.38, -     ,17.461,N
GM,475875,19.16,22, -     ,20.9,N
GM,665401,1.33,1.4, -     ,1.33,N
GM,662889,3.91,4.12, -     ,3.914,N
GM,650739,0.77,0.88, -     ,0.836,N
GM,663982,0.77,0.88, -     ,0.836,N
GM,663988,0.9,0.95, -     ,0.9025,N
GM,650737,0.82,0.86, -     ,0.817,N
GM,663983,0.82,0.86, -     ,0.817,N
GM,663984,1.88,2.17, -     ,2.0615,N
GM,663985,1.53,1.7, -     ,1.615,N
GM,663986,1.15,0.76, -     ,0.722,N
GM,663987,0.7,0.47, -     ,0.4465,N
GM,663996,15.93,17.51, -     ,16.6345,N
GM,663998,2.43,2.52, -     ,2.394,N
GM,663992,2.02,1.96, -     ,1.862,N
GM,476714,0.55,0.6, -     ,0.57,N
GM,639628,6.01,6.31, -     ,5.9945,N
GM,671212,1.53,1.7, -     ,1.615,N
GH,664051,2.37,1.59, -     ,1.5105,N
GH,671568,2.33,2.8, -     ,2.66,N
GH,694156,12.88,12, -     ,11.4,N
GH,627595,6.25,6.58, -     ,6.251,N
GH,627597,8.93,9.4, -     ,8.93,N
GH,261604,3.16,3.06, -     ,2.907,N
GH,261605,5.23,4.59, -     ,4.3605,N
GH,632896,5.7,6, -     ,5.7,N
GH,261608,5.7,6, -     ,5.7,N
GH,261610,9.72,10.13, -     ,9.6235,N
GH,307013,5.22,5.9, -     ,5.605,N
GH,475652,0.76,0.8, -     ,0.76,N
GH,475862,0.99,0.7, -     ,0.665,N
GH,539185,13.29,11.68, -     ,11.096,N
GH,539183,12.94,11, -     ,10.45,N
GH,539181,14.94,13.8, -     ,13.11,N
GH,539182,14.03,13, -     ,12.35,N
GH,196680,12.75,10.36, -     ,9.842,N
GH,196681,13.52,13.72, -     ,13.034,N
GH,475987,1.84,1.89, -     ,1.7955,N
GH,475988,3.59,2.95, -     ,2.8025,N
GH,475991,1.01,1.16, -     ,1.102,N
GH,679090,1.37,1.19, -     ,1.1305,N
GH,306220,4.72,4.86, -     ,4.617,N
GH,306222,7.96,7.85, -     ,7.4575,N
GH,306225,11.2,10.65, -     ,10.1175,N
GH,306226,16.3,15.6, -     ,14.82,N
GH,247831,12.88,10.96, -     ,10.412,N
GH,247832,14.05,14, -     ,13.3,N
GH,476664,0.26,0.27, -     ,0.2565,N
GH,528888,2.42,2.54, -     ,2.413,N
GH,502299,8.65,8.54, -     ,8.113,N
GH,476963,6.5,10, -     ,9.5,N
GH,476009,1.17,1.68, -     ,1.596,N
GH,477015,1.23,2.13, -     ,2.0235,N
GH,477034,1.9,1.96, -     ,1.862,N
GH,476043,3.31,3.21, -     ,3.0495,N
GH,698115,0.81,0.85, -     ,0.8075,N
GH,405018,3.03,3.22, -     ,3.059,N
GH,405039,3.06,3.88, -     ,3.686,N
GH,415360,8.2,10.75, -     ,10.2125,N
GH,405069,3.08,4.22, -     ,4.009,N
GH,615902,35.47,36.68, -     ,34.846,N
GH,292174,2.31,1.9, -     ,1.805,N
GH,250798,2.45,2.58, -     ,2.451,N
GH,289137,4.49,4.93, -     ,4.6835,N
GH,289138,1.02,1.07, -     ,1.0165,N
GH,287552,4.76,4.93, -     ,4.6835,N
GH,287550,1.25,1.3, -     ,1.235,N
GH,298689,6.18,5.15, -     ,4.8925,N
GH,374872,7.1,7.4, -     ,7.03,N
GH,298691,7.4,7.2, -     ,6.84,N
GH,298693,4.41,5.62, -     ,5.339,N
GH,222428,16.83,18.72, -     ,17.784,N
GH,479530,1.63,1.67, -     ,1.5865,N
GH,323470,2.6,2.74, -     ,2.603,N
GH,323473,1.23,1.17, -     ,1.1115,N
GH,251781,12.88,12, -     ,11.4,N
GH,310637,8.78,10.43, -     ,9.9085,N
GH,414074,106.4,293.78, -     ,279.091,N
GH,477787,0.71,0.75, -     ,0.7125,N
GH,627667,6.18,6.5, -     ,6.175,N
GH,627060,6.65,7, -     ,6.65,N
GH,627061,3.81,4, -     ,3.8,N
GH,627062,5.72,6, -     ,5.7,N
GH,545747,18.42,20.58, -     ,19.551,N
GH,477044,0.85,0.95, -     ,0.9025,N
GH,479387,1.44,1.52, -     ,1.444,N
GH,643215,13.63,14, -     ,13.3,N
GH,643216,25.37,24.39, -     ,23.1705,N
GH,641849,6.16,6.1, -     ,5.795,N
GH,67294,1.05,1.26, -     ,1.197,N
GH,645815,2.28,2.19, -     ,2.0805,N
GH,626547,3.16,3.06, -     ,2.907,N
GN,268012,2.91,3.06, -     ,2.907,P
GN,268013,4.36,4.59, -     ,4.3605,P
GN,268014,5.7,6, -     ,5.7,P
GN,268015,9.2,9.7, -     ,9.215,P
GN,307013,5.22,4.76, -     ,4.522,P
GN,321233,4.77,4.94, -     ,4.693,P
GN,475982,0.76,0.8, -     ,0.76,P
GN,475875,19.16,20, -     ,19,P
GN,539185,13.29,14.5, -     ,13.775,P
GN,539183,12.94,14, -     ,13.3,P
GN,539181,14.94,16, -     ,15.2,P
GN,539182,14.03,15, -     ,14.25,P
GN,196680,12.75,13.67, -     ,12.9865,P
GN,196681,13.52,14.4, -     ,13.68,P
GN,281498,1.02,1.15, -     ,1.0925,N
GN,298801,1.96,2.03, -     ,1.9285,N
GN,281499,1.07,1.17, -     ,1.1115,N
GN,281500,1.31,1.44, -     ,1.368,N
GN,354883,0.94,1, -     ,0.95,N
GN,475991,1.01,1.05, -     ,0.9975,N
GN,679090,1.37,1.5, -     ,1.425,N
GN,636858,2.87,3, -     ,2.85,P
GN,551042,5.46,5.64, -     ,5.358,N
GN,551043,2.71,2.85, -     ,2.7075,N
GN,247831,12.88,13.87, -     ,13.1765,P
GN,247832,14.05,14.4, -     ,13.68,P
GN,628074,1.42,1.52, -     ,1.444,N
GN,554523,7.4,7.97, -     ,7.5715,N
GN,323487,2.28,2.4, -     ,2.28,N
GN,298682,1.3,1.37, -     ,1.3015,N
GN,320343,2.91,3.07, -     ,2.9165,N
GN,320344,5.2,5.38, -     ,5.111,N
GN,305481,5.86,6.05, -     ,5.7475,N
GN,305479,1.39,1.45, -     ,1.3775,N
GN,630791,6.5,7.45, -     ,7.0775,P
GN,624625,2.31,2.39, -     ,2.2705,P
GN,630763,5.83,5.95, -     ,5.6525,P
GN,625765,3.66,3.89, -     ,3.6955,P
GN,625767,3.4,3.6, -     ,3.42,P
GN,240939,5.04,5.31, -     ,5.0445,N
GN,611732,2.51,2.64, -     ,2.508,N
GN,627331,0.93,0.99, -     ,0.9405,N
GN,627329,0.85,0.9, -     ,0.855,N
GN,627332,0.93,0.99, -     ,0.9405,N
GN,627328,0.85,0.9, -     ,0.855,N
GN,624480,0.87,0.93, -     ,0.8835,N
GN,627314,0.93,0.99, -     ,0.9405,N
GN,627327,0.85,0.9, -     ,0.855,N
GN,626997,0.92,0.99, -     ,0.9405,N
GN,627326,0.85,0.9, -     ,0.855,N
GN,626630,1,1.05, -     ,0.9975,N
GN,292037,0.94,1.05, -     ,0.9975,N
GN,627330,0.83,0.86, -     ,0.817,N
GN,624479,0.89,0.94, -     ,0.893,N
GN,626998,1.25,1.3, -     ,1.235,N
GN,627160,1.8,1.95, -     ,1.8525,N
GN,528888,2.42,2.54, -     ,2.413,N
GN,592593,2.28,2.3, -     ,2.185,N
GN,671538,2.27,2.43, -     ,2.3085,N
GN,541078,3.56,3.73, -     ,3.5435,N
GN,224938,2.57,2.7, -     ,2.565,N
GN,664051,2.37,3.18, -     ,3.021,P
GN,67933,53.93,57.17, -     ,54.3115,P
GN,678014,1.73,1.8, -     ,1.71,P
GN,642941,1.75,1.84, -     ,1.748,P
GN,476956,4.32,4.55, -     ,4.3225,P
GN,476963,6.5,6.25, -     ,5.9375,P
GN,476955,1.76,1.85, -     ,1.7575,P
GN,476957,2.85,3, -     ,2.85,P
GN,476954,2.85,3, -     ,2.85,P
GN,646872,5.28,6.5, -     ,6.175,N
GN,285368,2.74,2.87, -     ,2.7265,N
GN,698115,0.81,0.85, -     ,0.8075,N
GN,405039,3.06,3.7, -     ,3.515,N
GN,405069,3.08,3.7, -     ,3.515,N
GN,625681,2.32,3.51, -     ,3.3345,N
GN,518938,0.76,0.8, -     ,0.76,N
GN,311168,1.9,1.99, -     ,1.8905,N
GN,311166,1.19,1.24, -     ,1.178,N
GN,293665,2.51,2.55, -     ,2.4225,N
GN,306216,4.24,4.47, -     ,4.2465,P
GN,306217,6.11,6.28, -     ,5.966,P
GN,306218,8.12,8.34, -     ,7.923,P
GN,306219,9.34,9.6, -     ,9.12,P
GN,239907,1.31,1.46, -     ,1.387,N
GN,292174,2.31,2.5, -     ,2.375,N
GN,436433,1.49,1.72, -     ,1.634,N
GN,214082,1.89,2.13, -     ,2.0235,N
GN,346666,1.81,1.85, -     ,1.7575,N
GN,245296,2.54,2.61, -     ,2.4795,N
GN,592685,2.44,2.58, -     ,2.451,N
GN,592684,1.23,1.34, -     ,1.273,N
GN,476712,1.9,2, -     ,1.9,P
GN,289137,4.49,4.93, -     ,4.6835,N
GN,289138,1.02,1.07, -     ,1.0165,N
GN,287552,4.76,4.93, -     ,4.6835,N
GN,287550,1.25,1.3, -     ,1.235,N
GN,287553,2.46,2.6, -     ,2.47,N
GN,592705,2.68,3.02, -     ,2.869,N
GN,609071,1.24,1.31, -     ,1.2445,N
GN,671597,1.55,1.67, -     ,1.5865,N
GN,264980,4.65,8.01, -     ,7.6095,N
GN,632425,4.53,4.5, -     ,4.275,P
GN,698117,3.09,3.5, -     ,3.325,P
GN,298689,6.18,6.49, -     ,6.1655,P
GN,298691,7.4,7.53, -     ,7.1535,P
GN,298693,4.41,4.31, -     ,4.0945,P
GN,628389,6.87,7.08, -     ,6.726,P
GN,628391,3.34,3.48, -     ,3.306,P
GN,639164,1.85,1.91, -     ,1.8145,P
GN,540717,1.35,1.44, -     ,1.368,P
GN,172136,33.55,35.37, -     ,33.6015,P
GN,671609,2.61,2.7, -     ,2.565,P
GN,639608,1.51,1.57, -     ,1.4915,P
GN,624622,3.85,3.97, -     ,3.7715,P
GN,187750,2.67,2.81, -     ,2.6695,P
GN,187747,4.11,4.41, -     ,4.1895,P
GN,479387,1.44,1.52, -     ,1.444,N
GN,479530,1.63,1.67, -     ,1.5865,N
GN,323473,1.23,1.2, -     ,1.14,N
GN,355560,3.14,3.25, -     ,3.0875,N
GN,408003,5.45,5.74, -     ,5.453,N
GN,624775,3.52,3.7, -     ,3.515,P
GN,624774,3.48,3.66, -     ,3.477,P
GN,298698,6.52,6.86, -     ,6.517,N
GN,636827,2.61,2.44, -     ,2.318,N
GN,298711,3.26,3.43, -     ,3.2585,N
GN,413689,45.8,70, -     ,66.5,N
GN,414074,106.4,200, -     ,190,N
GN,671637,2.97,3.16, -     ,3.002,P
GN,671639,6.17,6.49, -     ,6.1655,P
GN,269069,1.82,1.97, -     ,1.8715,N
GN,489540,1.54,1.62, -     ,1.539,N
GN,489541,0.93,0.98, -     ,0.931,N
GN,666655,13.3,14, -     ,13.3,P
GN,679231,6.65,7, -     ,6.65,P
GN,666654,8.08,8.5, -     ,8.075,P
GN,666653,11.64,12.25, -     ,11.6375,P
GN,627667,6.18,6.5, -     ,6.175,P
GN,627062,5.72,6, -     ,5.7,P
GN,627060,6.65,7, -     ,6.65,P
GN,627061,3.81,4, -     ,3.8,P
GN,646799,5.38,5.7, -     ,5.415,N
GN,168279,5.38,5.7, -     ,5.415,N
GN,612011,17.79,18.63, -     ,17.6985,N
GN,633072,18.42,18.38, -     ,17.461,N
GN,476947,0.46,0.5, -     ,0.475,P
GN,628390,6.7,7.1, -     ,6.745,P
GN,476714,0.55,0.6, -     ,0.57,N
GN,477825,2.31,2.21, -     ,2.0995,N
GN,624773,5.45,5.74, -     ,5.453,N
GN,297260,5.28,6.5, -     ,6.175,N
GN,635403,2.68,3.02, -     ,2.869,N
GN,662889,3.91,4.12, -     ,3.914,P
GN,650739,0.77,0.76, -     ,0.722,N
GN,663982,0.77,0.76, -     ,0.722,N
GN,663988,0.9,0.95, -     ,0.9025,N
GN,650737,0.82,0.86, -     ,0.817,N
GN,663983,0.82,0.86, -     ,0.817,N
GN,663984,1.88,1.94, -     ,1.843,P
GN,663985,1.53,1.68, -     ,1.596,P
GN,663986,1.15,1.26, -     ,1.197,N
GN,663981,0.86,0.91, -     ,0.8645,N
GN,663996,15.93,17.51, -     ,16.6345,P
GN,663995,9.87,9.99, -     ,9.4905,P
GN,663998,2.43,2.63, -     ,2.4985,P
GN,663992,2.02,2.21, -     ,2.0995,P
GN,639628,6.01,6.31, -     ,5.9945,N
GN,671212,1.53,1.68, -     ,1.596,P
GN,635403,2.68,3.02, -     ,2.869,N
CI,554523,7.4,7.97, -     ,7.5715,Yes
CI,664051,2.37,3.51, -     ,3.3345,Yes
CI,476963,6.5,6.25, -     ,5.9375,Yes
CI,646872,5.28,6.5, -     ,6.175,Yes
CI,297260,5.28,6.5, -     ,6.175,Yes
CI,671563,1.89,1.95, -     ,1.8525,Yes
CI,671568,2.33,2.31, -     ,2.1945,Yes
CI,632425,4.53,4.5, -     ,4.275,Yes
CI,698117,3.09,3.5, -     ,3.325,Yes
CI,671609,2.61,2.84, -     ,2.698,Yes
CI,624775,3.52,3.88, -     ,3.686,Yes
CI,694156,12.35,10.2, -     ,9.69,Yes
CI,646799,5.38,5.98, -     ,5.681,Yes
CI,268012,2.91,3.06, -     ,2.907,Yes
CI,268013,4.36,4.13, -     ,3.9235,Yes
CI,268014,5.7,5.4, -     ,5.13,Yes
CI,268015,9.2,9.7, -     ,9.215,Yes
CI,307013,5.22,4.76, -     ,4.522,Yes
CI,321233,4.77,4.94, -     ,4.693,Yes
CI,475982,0.76,0.8, -     ,0.76,Yes
CI,475871,0.95,1, -     ,0.95,Yes
CI,475875,19.16,20.76, -     ,19.722,Yes
CI,539185,13.29,14.5, -     ,13.775,Yes
CI,539183,12.94,14, -     ,13.3,Yes
CI,539181,14.94,16, -     ,15.2,Yes
CI,539182,14.03,15, -     ,14.25,Yes
CI,196680,12.75,10.05, -     ,9.5475,Yes
CI,196681,13.52,14.4, -     ,13.68,Yes
CI,281498,1.02,1.15, -     ,1.0925,Yes
CI,298801,1.96,2.03, -     ,1.9285,Yes
CI,281499,1.07,1.17, -     ,1.1115,Yes
CI,281500,1.31,1.44, -     ,1.368,Yes
CI,354883,0.94,1, -     ,0.95,Yes
CI,679090,1.37,1.5, -     ,1.425,Yes
CI,636858,2.87,3, -     ,2.85,Yes
CI,551042,5.46,5.92, -     ,5.624,Yes
CI,551043,2.71,3, -     ,2.85,Yes
CI,264433,16.34,18.4, -     ,17.48,Yes
CI,247831,12.88,10.96, -     ,10.412,Yes
CI,247832,14.05,14.4, -     ,13.68,Yes
CI,628074,1.42,1.52, -     ,1.444,Yes
CI,323487,2.28,2.4, -     ,2.28,Yes
CI,320343,2.91,3.06, -     ,2.907,Yes
CI,320344,5.2,5.65, -     ,5.3675,Yes
CI,305481,5.86,6.05, -     ,5.7475,Yes
CI,305479,1.39,1.45, -     ,1.3775,Yes
CI,630791,6.5,7.82, -     ,7.429,Yes
CI,624625,2.31,2.39, -     ,2.2705,Yes
CI,630763,5.83,5.95, -     ,5.6525,Yes
CI,625765,3.66,4.09, -     ,3.8855,Yes
CI,625767,3.4,3.6, -     ,3.42,Yes
CI,240939,5.04,5.31, -     ,5.0445,Yes
CI,611732,2.51,2.64, -     ,2.508,Yes
CI,627331,0.93,0.99, -     ,0.9405,Yes
CI,627329,0.85,0.9, -     ,0.855,Yes
CI,627332,0.93,0.99, -     ,0.9405,Yes
CI,627328,0.85,0.9, -     ,0.855,Yes
CI,624480,0.87,0.9, -     ,0.855,Yes
CI,627314,0.93,0.99, -     ,0.9405,Yes
CI,627327,0.85,0.9, -     ,0.855,Yes
CI,626997,0.92,0.99, -     ,0.9405,Yes
CI,627326,0.85,0.9, -     ,0.855,Yes
CI,626630,1,0.97, -     ,0.9215,Yes
CI,292037,0.94,0.97, -     ,0.9215,Yes
CI,627330,0.83,0.86, -     ,0.817,Yes
CI,624479,0.89,0.91, -     ,0.8645,Yes
CI,626998,1.25,1.3, -     ,1.235,Yes
CI,627160,1.8,1.95, -     ,1.8525,Yes
CI,407073,394,421, -     ,399.95,Yes
CI,528888,2.42,2.54, -     ,2.413,Yes
CI,592593,2.28,2.3, -     ,2.185,Yes
CI,671538,2.27,2.43, -     ,2.3085,Yes
CI,541078,3.56,3.92, -     ,3.724,Yes
CI,224938,2.57,2.7, -     ,2.565,Yes
CI,67933,53.93,57.17, -     ,54.3115,Yes
CI,678014,1.73,1.89, -     ,1.7955,Yes
CI,642941,1.75,1.84, -     ,1.748,Yes
CI,476956,4.32,4.55, -     ,4.3225,Yes
CI,476957,2.85,3, -     ,2.85,Yes
CI,476954,2.85,3, -     ,2.85,Yes
CI,665371,1.12,1.22, -     ,1.159,Yes
CI,285368,2.74,2.87, -     ,2.7265,Yes
CI,698115,0.81,0.85, -     ,0.8075,Yes
CI,684820,34.85,36.68, -     ,34.846,Yes
CI,625681,2.32,3.51, -     ,3.3345,Yes
CI,518938,0.76,0.8, -     ,0.76,Yes
CI,311168,1.9,1.99, -     ,1.8905,Yes
CI,311166,1.19,1.29, -     ,1.2255,Yes
CI,293665,2.51,2.55, -     ,2.4225,Yes
CI,306216,4.24,4.47, -     ,4.2465,Yes
CI,306217,6.11,6.28, -     ,5.966,Yes
CI,306218,8.12,8.34, -     ,7.923,Yes
CI,306219,9.34,9.6, -     ,9.12,Yes
CI,239907,1.31,1.46, -     ,1.387,Yes
CI,292174,2.31,2.37, -     ,2.2515,Yes
CI,436433,1.49,1.72, -     ,1.634,Yes
CI,224948,1.45,1.6, -     ,1.52,Yes
CI,214082,1.89,2.13, -     ,2.0235,Yes
CI,346666,1.81,1.85, -     ,1.7575,Yes
CI,245296,2.54,2.61, -     ,2.4795,Yes
CI,592685,2.44,2.75, -     ,2.6125,Yes
CI,592684,1.23,1.64, -     ,1.558,Yes
CI,289137,4.49,4.08, -     ,3.876,Yes
CI,289138,1.02,0.97, -     ,0.9215,Yes
CI,287552,4.76,4.93, -     ,4.6835,Yes
CI,287550,1.25,1.3, -     ,1.235,Yes
CI,287553,2.46,2.37, -     ,2.2515,Yes
CI,592705,2.68,3.02, -     ,2.869,Yes
CI,609071,1.24,1.45, -     ,1.3775,Yes
CI,671597,1.55,1.75, -     ,1.6625,Yes
CI,264980,4.65,8.41, -     ,7.9895,Yes
CI,311122,2.29,2.59, -     ,2.4605,Yes
CI,298689,6.18,6.49, -     ,6.1655,Yes
CI,374872,7.1,7.5, -     ,7.125,Yes
CI,298691,7.4,7.53, -     ,7.1535,Yes
CI,298693,4.41,4.31, -     ,4.0945,Yes
CI,628390,6.7,7.1, -     ,6.745,Yes
